"genesysId","instCode","name","aliasType","lang","version"
"4024895",,"Inconnu 176","ACCENAME",,"0"
"4024895",,"012-01","COLLNUMB",,"0"
"4024897","CHE105","815-01","DONORNUMB",,"0"
"4024897",,"815-01","COLLNUMB",,"0"
"4024897",,"SALES","ACCENAME",,"0"
"4024898","CHE105","614-01","DONORNUMB",,"0"
"4024898",,"NAX","ACCENAME",,"0"
"4024898",,"614-01","COLLNUMB",,"0"
"4024901","CHE105","380-01","DONORNUMB",,"0"
"4024901",,"Inconnu 55","ACCENAME",,"0"
"4024901",,"380-01","COLLNUMB",,"0"
"4024902","CHE105","380-01","DONORNUMB",,"0"
"4024902",,"380-01","COLLNUMB",,"0"
"4024902",,"ECOTEAUX","ACCENAME",,"0"
"4024903","CHE105","123-04","DONORNUMB",,"0"
"4024903",,"Cottens","ACCENAME",,"0"
"4024903",,"123-04","COLLNUMB",,"0"
"4024904","CHE105","494-01","DONORNUMB",,"0"
"4024904",,"Inconnu 76","ACCENAME",,"0"
"4024904",,"494-01","COLLNUMB",,"0"
"4024905","CHE105","614-01","DONORNUMB",,"0"
"4024905",,"Inconnu 105","ACCENAME",,"0"
"4024905",,"614-01","COLLNUMB",,"0"
"4024906","CHE105","062-01","DONORNUMB",,"0"
"4024906",,"062-01","COLLNUMB",,"0"
"4024906",,"LONAY","ACCENAME",,"0"
"4024907","CHE105","024-01","DONORNUMB",,"0"
"4024907",,"Prangins","ACCENAME",,"0"
"4024907",,"024-01","COLLNUMB",,"0"
"4024908","CHE105","497-01","DONORNUMB",,"0"
"4024908",,"Inconnu 78","ACCENAME",,"0"
"4024908",,"497-01","COLLNUMB",,"0"
"4024910","CHE105","612-01","DONORNUMB",,"0"
"4024910",,"Ayent","ACCENAME",,"0"
"4024910",,"612-01","COLLNUMB",,"0"
"4024911","CHE105","497-01","DONORNUMB",,"0"
"4024911",,"497-01","COLLNUMB",,"0"
"4024911",,"BELLEVUE","ACCENAME",,"0"
"4024912","CHE105","390-02","DONORNUMB",,"0"
"4024912",,"390-02","COLLNUMB",,"0"
"4024912",,"BLONAY","ACCENAME",,"0"
"4024913","CHE105","127-01","DONORNUMB",,"0"
"4024913",,"Monnaz","ACCENAME",,"0"
"4024913",,"127-01","COLLNUMB",,"0"
"4024914","CHE105","160-01","DONORNUMB",,"0"
"4024914",,"160-01","COLLNUMB",,"0"
"4024914",,"BURSINS","ACCENAME",,"0"
"4024915","CHE105","062-01","DONORNUMB",,"0"
"4024915",,"062-01","COLLNUMB",,"0"
"4024915",,"INCONNU 13","ACCENAME",,"0"
"4024916","CHE105","420-02","DONORNUMB",,"0"
"4024916",,"Corbeyrier","ACCENAME",,"0"
"4024916",,"420-02","COLLNUMB",,"0"
"4024917","CHE105","487-02","DONORNUMB",,"0"
"4024917",,"487-02","COLLNUMB",,"0"
"4024917",,"INCONNU 74","ACCENAME",,"0"
"4024918","CHE105","209-01","DONORNUMB",,"0"
"4024918",,"209-01","COLLNUMB",,"0"
"4024918",,"MOIRY","ACCENAME",,"0"
"4024919","CHE105","012-01","DONORNUMB",,"0"
"4024919",,"012-01","COLLNUMB",,"0"
"4024919",,"CRISSIER","ACCENAME",,"0"
"4024920","CHE105","082-02","DONORNUMB",,"0"
"4024920",,"082-02","COLLNUMB",,"0"
"4024920",,"INCONNU 16","ACCENAME",,"0"
"4024921","CHE105","629-02","DONORNUMB",,"0"
"4024921",,"629-02","COLLNUMB",,"0"
"4024921",,"INCONNU 107","ACCENAME",,"0"
"4024923","CHE105","440-02","DONORNUMB",,"0"
"4024923",,"440-02","COLLNUMB",,"0"
"4024923",,"FENALET","ACCENAME",,"0"
"4024924","CHE105","468-01","DONORNUMB",,"0"
"4024924",,"468-01","COLLNUMB",,"0"
"4024924",,"CARTIGNY","ACCENAME",,"0"
"4024926","CHE105","186-01","DONORNUMB",,"0"
"4024926",,"Arzier","ACCENAME",,"0"
"4024926",,"186-01","COLLNUMB",,"0"
"4024927","CHE105","420-02","DONORNUMB",,"0"
"4024927",,"420-02","COLLNUMB",,"0"
"4024927",,"INCONNU 66","ACCENAME",,"0"
"4024928","CHE105","487-02","DONORNUMB",,"0"
"4024928",,"487-02","COLLNUMB",,"0"
"4024928",,"RUSSIN","ACCENAME",,"0"
"4024929","CHE105","494-01","DONORNUMB",,"0"
"4024929",,"Aire-la-Ville","ACCENAME",,"0"
"4024929",,"494-01","COLLNUMB",,"0"
"4024930","CHE105","504-01","DONORNUMB",,"0"
"4024930",,"504-01","COLLNUMB",,"0"
"4024930",,"INCONNU 80","ACCENAME",,"0"
"4024931","CHE105","835-01","DONORNUMB",,"0"
"4024931",,"835-01","COLLNUMB",,"0"
"4024931",,"INCONNU 143","ACCENAME",,"0"
"4024932","CHE105","312-01","DONORNUMB",,"0"
"4024932",,"312-01","COLLNUMB",,"0"
"4024932",,"YVONAND (AMY)","ACCENAME",,"0"
"4024933","CHE105","999-01","DONORNUMB",,"0"
"4024933",,"999-01","COLLNUMB",,"0"
"4024933",,"HAUENSTEIN","ACCENAME",,"0"
"4024934","CHE105","291-01","DONORNUMB",,"0"
"4024934",,"291-01","COLLNUMB",,"0"
"4024934",,"GRESSY","ACCENAME",,"0"
"4024935","CHE105","018-01","DONORNUMB",,"0"
"4024935",,"Essertines--sur-Yverdon","ACCENAME",,"0"
"4024935",,"018-01","COLLNUMB",,"0"
"4024936","CHE105","999-05","DONORNUMB",,"0"
"4024936",,"RA611","ACCENAME",,"0"
"4024936",,"999-05","COLLNUMB",,"0"
"4024937","CHE105","973-01","DONORNUMB",,"0"
"4024937",,"Inconnu 167","ACCENAME",,"0"
"4024937",,"973-01","COLLNUMB",,"0"
"4024938","CHE105","286-02","DONORNUMB",,"0"
"4024938",,"286-02","COLLNUMB",,"0"
"4024938",,"INCONNU 52","ACCENAME",,"0"
"4024939","CHE105","039-03","DONORNUMB",,"0"
"4024939",,"Le Mont-sur-Lausanne 3","ACCENAME",,"0"
"4024939",,"039-03","COLLNUMB",,"0"
"4024940","CHE105","216-02","DONORNUMB",,"0"
"4024940",,"Inconnu 38","ACCENAME",,"0"
"4024940",,"216-02","COLLNUMB",,"0"
"4024941","CHE105","503-01","DONORNUMB",,"0"
"4024941",,"Inconnu 79","ACCENAME",,"0"
"4024941",,"503-01","COLLNUMB",,"0"
"4024942","CHE105","334-01","DONORNUMB",,"0"
"4024942",,"334-01","COLLNUMB",,"0"
"4024942",,"SEMIS DE BIJOUX 1","ACCENAME",,"0"
"4024943","CHE105","291-01","DONORNUMB",,"0"
"4024943",,"291-01","COLLNUMB",,"0"
"4024943",,"GRESSY","ACCENAME",,"0"
"4024944","CHE105","312-01","DONORNUMB",,"0"
"4024944",,"312-01","COLLNUMB",,"0"
"4024944",,"AMY","ACCENAME",,"0"
"4024945","CHE105","221-01","DONORNUMB",,"0"
"4024945",,"Mont-la-Ville","ACCENAME",,"0"
"4024945",,"221-01","COLLNUMB",,"0"
"4024946","CHE105","683-01","DONORNUMB",,"0"
"4024946",,"683-01","COLLNUMB",,"0"
"4024946",,"INCONNU 117","ACCENAME",,"0"
"4024947","CHE105","291-01","DONORNUMB",,"0"
"4024947",,"Inconnu 54","ACCENAME",,"0"
"4024947",,"291-01","COLLNUMB",,"0"
"4024948",,"751-01","COLLNUMB",,"0"
"4024948",,"FRANQUETTE","ACCENAME",,"0"
"4024949","CHE105","503-01","DONORNUMB",,"0"
"4024949",,"Estavayer-le-lac","ACCENAME",,"0"
"4024949",,"503-01","COLLNUMB",,"0"
"4024950","CHE105","560-02","DONORNUMB",,"0"
"4024950",,"560-02","COLLNUMB",,"0"
"4024950",,"INCONNU 95","ACCENAME",,"0"
"4024951","CHE105","750-01","DONORNUMB",,"0"
"4024951",,"750-01","COLLNUMB",,"0"
"4024951",,"COEUVE","ACCENAME",,"0"
"4024952","CHE105","560-02","DONORNUMB",,"0"
"4024952",,"La Chaux-de-fonds","ACCENAME",,"0"
"4024952",,"560-02","COLLNUMB",,"0"
"4024953","CHE105","219-03","DONORNUMB",,"0"
"4024953",,"Juriens","ACCENAME",,"0"
"4024953",,"219-03","COLLNUMB",,"0"
"4024954","CHE105","334-01","DONORNUMB",,"0"
"4024954",,"334-01","COLLNUMB",,"0"
"4024954",,"GRANGES-PRÉS-MARNAND","ACCENAME",,"0"
"4024955","CHE105","286-02","DONORNUMB",,"0"
"4024955",,"Giez","ACCENAME",,"0"
"4024955",,"286-02","COLLNUMB",,"0"
"4024956","CHE105","799-01","DONORNUMB",,"0"
"4024956",,"799-01","COLLNUMB",,"0"
"4024956",,"MONTBRELLOZ","ACCENAME",,"0"
"4024957","CHE105","043-01","DONORNUMB",,"0"
"4024957",,"043-01","COLLNUMB",,"0"
"4024957",,"GRANDSON","ACCENAME",,"0"
"4024958","CHE105","018-01","DONORNUMB",,"0"
"4024958",,"018-01","COLLNUMB",,"0"
"4024958",,"ESSERTINES--SUR-YVERDON","ACCENAME",,"0"
"4024959","CHE105","904-01","DONORNUMB",,"0"
"4024959",,"904-01","COLLNUMB",,"0"
"4024959",,"THUNSTETTER","ACCENAME",,"0"
"4024960","CHE105","505-02","DONORNUMB",,"0"
"4024960",,"505-02","COLLNUMB",,"0"
"4024960",,"INCONNU 81","ACCENAME",,"0"
"4024961","CHE105","014-03","DONORNUMB",,"0"
"4024961",,"Penthaz","ACCENAME",,"0"
"4024961",,"014-03","COLLNUMB",,"0"
"4024962","CHE105","904-01","DONORNUMB",,"0"
"4024962",,"Thunstetter","ACCENAME",,"0"
"4024962",,"904-01","COLLNUMB",,"0"
"4024963","CHE105","221-01","DONORNUMB",,"0"
"4024963",,"221-01","COLLNUMB",,"0"
"4024963",,"INCONNU 46","ACCENAME",,"0"
"4024964","CHE105","858-01","DONORNUMB",,"0"
"4024964",,"Montet","ACCENAME",,"0"
"4024964",,"858-01","COLLNUMB",,"0"
"4024965","CHE105","973-01","DONORNUMB",,"0"
"4024965",,"Salvenach","ACCENAME",,"0"
"4024965",,"973-01","COLLNUMB",,"0"
"4024966","CHE105","043-01","DONORNUMB",,"0"
"4024966",,"043-01","COLLNUMB",,"0"
"4024966",,"INCONNU 9","ACCENAME",,"0"
"4024967","CHE105","750-01","DONORNUMB",,"0"
"4024967",,"750-01","COLLNUMB",,"0"
"4024967",,"COEUVE","ACCENAME",,"0"
"4024968","CHE105","999-04","DONORNUMB",,"0"
"4024968",,"999-04","COLLNUMB",,"0"
"4024968",,"ROTE DONAU","ACCENAME",,"0"
"4024969","CHE105","999-02","DONORNUMB",,"0"
"4024969",,"999-02","COLLNUMB",,"0"
"4024969",,"NOYER FEUILLES POURPRES FAW","ACCENAME",,"0"
"4024970","CHE105","504-01","DONORNUMB",,"0"
"4024970",,"504-01","COLLNUMB",,"0"
"4024970",,"LE LOCLE","ACCENAME",,"0"
"4024971","CHE105","018-01","DONORNUMB",,"0"
"4024971",,"Inconnu 173","ACCENAME",,"0"
"4024971",,"018-01","COLLNUMB",,"0"
"4024972","CHE105","312-01","DONORNUMB",,"0"
"4024972",,"312-01","COLLNUMB",,"0"
"4024972",,"YVONAND (AMY)","ACCENAME",,"0"
"4024973","CHE105","835-01","DONORNUMB",,"0"
"4024973",,"Pont-la-Ville","ACCENAME",,"0"
"4024973",,"835-01","COLLNUMB",,"0"
"4024974","CHE105","216-02","DONORNUMB",,"0"
"4024974",,"Romainmôtier","ACCENAME",,"0"
"4024974",,"216-02","COLLNUMB",,"0"
"4024975",,"799-01","COLLNUMB",,"0"
"4024975",,"FRANQUETTE","ACCENAME",,"0"
"4024976","CHE105","560-02","DONORNUMB",,"0"
"4024976",,"560-02","COLLNUMB",,"0"
"4024976",,"LA CHAUX-DE-FONDS","ACCENAME",,"0"
"4024977","CHE105","815","DONORNUMB",,"0"
"4024977",,"Hugnuss fertilis","ACCENAME",,"0"
"4024977",,"815","COLLNUMB",,"0"
"4024978","CHE105","693-01","DONORNUMB",,"0"
"4024978",,"693-01","COLLNUMB",,"0"
"4024978",,"INCONNU 118","ACCENAME",,"0"
"4024979","CHE065","6.25","DONORNUMB",,"0"
"4024979",,"MONTBRELLOZ","ACCENAME",,"0"
"4024980",,"190-01","COLLNUMB",,"0"
"4024980",,"INCONNU 35","ACCENAME",,"0"
"4024981",,"Blonay Mutterbaum","ACCENAME",,"0"
"4024981",,"390-02","COLLNUMB",,"0"
"4024982",,"472-01","COLLNUMB",,"0"
"4024982",,"INCONNU 72","ACCENAME",,"0"
"4024983",,"612-01","COLLNUMB",,"0"
"4024983",,"AYENT MUTTERBAUM","ACCENAME",,"0"
"4024984",,"024-01","COLLNUMB",,"0"
"4024984",,"PRANGINS MUTTERBAUM","ACCENAME",,"0"
"4024985",,"Inconnu 68","ACCENAME",,"0"
"4024985",,"439-01","COLLNUMB",,"0"
"4024986",,"488-01","COLLNUMB",,"0"
"4024986",,"INCONNU 75","ACCENAME",,"0"
"4024987",,"Aire-la-Ville Mutterbaum","ACCENAME",,"0"
"4024987",,"494-01","COLLNUMB",,"0"
"4024988",,"Inconnu 31","ACCENAME",,"0"
"4024988",,"170-01","COLLNUMB",,"0"
"4024989",,"150-02","COLLNUMB",,"0"
"4024989",,"INCONNU 28","ACCENAME",,"0"
"4024990",,"591-01","COLLNUMB",,"0"
"4024990",,"INCONNU 99","ACCENAME",,"0"
"4024991",,"153-01","COLLNUMB",,"0"
"4024991",,"INCONNU 29","ACCENAME",,"0"
"4024992",,"Inconnu 67","ACCENAME",,"0"
"4024992",,"429-01","COLLNUMB",,"0"
"4024993",,"497-01","COLLNUMB",,"0"
"4024993",,"BELLEVUE MUTTERBAUM","ACCENAME",,"0"
"4024994",,"601-01","COLLNUMB",,"0"
"4024994",,"INCONNU 101","ACCENAME",,"0"
"4024995",,"661-01","COLLNUMB",,"0"
"4024995",,"INCONNU 112","ACCENAME",,"0"
"4024996",,"418-01","COLLNUMB",,"0"
"4024996",,"INCONNU 64","ACCENAME",,"0"
"4024997",,"Inconnu 97","ACCENAME",,"0"
"4024997",,"579-01","COLLNUMB",,"0"
"4024998",,"487-01","COLLNUMB",,"0"
"4024998",,"INCONNU 73","ACCENAME",,"0"
"4024999",,"591-02","COLLNUMB",,"0"
"4024999",,"RIDDES MUTTERBAUM","ACCENAME",,"0"
"4025000",,"Inconnu 77","ACCENAME",,"0"
"4025000",,"494-02","COLLNUMB",,"0"
"4025001",,"179-01","COLLNUMB",,"0"
"4025001",,"INCONNU 33","ACCENAME",,"0"
"4025002",,"580-01","COLLNUMB",,"0"
"4025002",,"INCONNU 98","ACCENAME",,"0"
"4025003",,"629-01","COLLNUMB",,"0"
"4025003",,"INCONNU 106","ACCENAME",,"0"
"4025004",,"614-01","COLLNUMB",,"0"
"4025004",,"NAX MUTTERBAUM","ACCENAME",,"0"
"4025005",,"Bursins Mutterbaum","ACCENAME",,"0"
"4025005",,"160-01","COLLNUMB",,"0"
"4025006",,"414-01","COLLNUMB",,"0"
"4025006",,"INCONNU 63","ACCENAME",,"0"
"4025007",,"Corbeyrier Mutterbaum","ACCENAME",,"0"
"4025007",,"420-02","COLLNUMB",,"0"
"4025008",,"487-02","COLLNUMB",,"0"
"4025008",,"RUSSIN","ACCENAME",,"0"
"4025009",,"664-01","COLLNUMB",,"0"
"4025009",,"INCONNU 114","ACCENAME",,"0"
"4025010",,"506-01","COLLNUMB",,"0"
"4025010",,"VOLLEGES MUTTERBAUM","ACCENAME",,"0"
"4025011",,"641-02","COLLNUMB",,"0"
"4025011",,"INCONNU 111","ACCENAME",,"0"
"4025012",,"Inconnu 12","ACCENAME",,"0"
"4025012",,"048-01","COLLNUMB",,"0"
"4025013",,"Arzier Mutterbaum","ACCENAME",,"0"
"4025013",,"186-01","COLLNUMB",,"0"
"4025014",,"440-02","COLLNUMB",,"0"
"4025014",,"FENALET MUTTERBAUM","ACCENAME",,"0"
"4025015",,"468-01","COLLNUMB",,"0"
"4025015",,"CARTIGNY MUTTERBAUM","ACCENAME",,"0"
"4025016",,"Inconnu 65","ACCENAME",,"0"
"4025016",,"420-01","COLLNUMB",,"0"
"4025017",,"662-01","COLLNUMB",,"0"
"4025017",,"INCONNU 113","ACCENAME",,"0"
"4025018",,"641-01","COLLNUMB",,"0"
"4025018",,"INCONNU 110","ACCENAME",,"0"
"4025019",,"638-01","COLLNUMB",,"0"
"4025019",,"AUSSERBERG MUTTERBAUM","ACCENAME",,"0"
"4025020",,"612-02","COLLNUMB",,"0"
"4025020",,"INCONNU 104","ACCENAME",,"0"
"4025021",,"390-01","COLLNUMB",,"0"
"4025021",,"INCONNU 57","ACCENAME",,"0"
"4025022",,"Inconnu 83","ACCENAME",,"0"
"4025022",,"506-02","COLLNUMB",,"0"
"4025023",,"601-02","COLLNUMB",,"0"
"4025023",,"INCONNU 102","ACCENAME",,"0"
"4025024",,"671-02","COLLNUMB",,"0"
"4025024",,"INCONNU 116","ACCENAME",,"0"
"4025025",,"440-01","COLLNUMB",,"0"
"4025025",,"INCONNU 69","ACCENAME",,"0"
"4025026",,"Allaman Mutterbaum","ACCENAME",,"0"
"4025026",,"150-01","COLLNUMB",,"0"
"4025027",,"671-01","COLLNUMB",,"0"
"4025027",,"INCONNU 115","ACCENAME",,"0"
"4025028",,"638-02","COLLNUMB",,"0"
"4025028",,"INCONNU 109","ACCENAME",,"0"
"4025029",,"629-02","COLLNUMB",,"0"
"4025029",,"INCONNU 107","ACCENAME",,"0"
"4025030",,"382-01","COLLNUMB",,"0"
"4025030",,"INCONNU 56","ACCENAME",,"0"
"4025031",,"Inconnu 32","ACCENAME",,"0"
"4025031",,"172-01","COLLNUMB",,"0"
"4025032",,"Inconnu 17","ACCENAME",,"0"
"4025032",,"084-01","COLLNUMB",,"0"
"4025033",,"Monnaz Mutterbaum","ACCENAME",,"0"
"4025033",,"127-01","COLLNUMB",,"0"
"4025034",,"221-03","COLLNUMB",,"0"
"4025034",,"INCONNU 48","ACCENAME",,"0"
"4025035",,"Inconnu 45","ACCENAME",,"0"
"4025035",,"219-04","COLLNUMB",,"0"
"4025036",,"209-01","COLLNUMB",,"0"
"4025036",,"MOIRY MUTTERBAUM","ACCENAME",,"0"
"4025037",,"859-01","COLLNUMB",,"0"
"4025037",,"INCONNU 147","ACCENAME",,"0"
"4025038",,"014-02","COLLNUMB",,"0"
"4025038",,"INCONNU 178","ACCENAME",,"0"
"4025039",,"Inconnu 180","ACCENAME",,"0"
"4025039",,"014-04","COLLNUMB",,"0"
"4025040",,"015-01","COLLNUMB",,"0"
"4025040",,"INCONNU 172","ACCENAME",,"0"
"4025041",,"073-01","COLLNUMB",,"0"
"4025041",,"INCONNU 14","ACCENAME",,"0"
"4025042",,"Inconnu 25","ACCENAME",,"0"
"4025042",,"140-01","COLLNUMB",,"0"
"4025043",,"027-01","COLLNUMB",,"0"
"4025043",,"INCONNU 3","ACCENAME",,"0"
"4025044",,"039-01","COLLNUMB",,"0"
"4025044",,"LE MONT-SUR-LAUSANNE 1 MUTTERBAUM","ACCENAME",,"0"
"4025045",,"002-03","COLLNUMB",,"0"
"4025045",,"INCONNU 175","ACCENAME",,"0"
"4025046",,"Inconnu 22","ACCENAME",,"0"
"4025046",,"123-03","COLLNUMB",,"0"
"4025047",,"858-01","COLLNUMB",,"0"
"4025047",,"MONTET MUTTERBAUM","ACCENAME",,"0"
"4025048",,"Inconnu 170","ACCENAME",,"0"
"4025048",,"014-06","COLLNUMB",,"0"
"4025049",,"002-01","COLLNUMB",,"0"
"4025049",,"INCONNU 1","ACCENAME",,"0"
"4025050",,"029-01","COLLNUMB",,"0"
"4025050",,"INCONNU 5","ACCENAME",,"0"
"4025051",,"Inconnu 4","ACCENAME",,"0"
"4025051",,"027-02","COLLNUMB",,"0"
"4025052",,"Inconnu 19","ACCENAME",,"0"
"4025052",,"112-01","COLLNUMB",,"0"
"4025053",,"014-07","COLLNUMB",,"0"
"4025053",,"INCONNU 171","ACCENAME",,"0"
"4025054",,"391-01","COLLNUMB",,"0"
"4025054",,"INCONNU 59","ACCENAME",,"0"
"4025055",,"145-01","COLLNUMB",,"0"
"4025055",,"INCONNU 26","ACCENAME",,"0"
"4025056",,"221-01","COLLNUMB",,"0"
"4025056",,"MONT-LA-VILLE MUTTERBAUM","ACCENAME",,"0"
"4025057",,"Inconnu 20","ACCENAME",,"0"
"4025057",,"123-01","COLLNUMB",,"0"
"4025058",,"Sâles Mutterbaum","ACCENAME",,"0"
"4025058",,"815-01","COLLNUMB",,"0"
"4025059",,"Penthaz Mutterbaum","ACCENAME",,"0"
"4025059",,"014-03","COLLNUMB",,"0"
"4025060",,"391-02","COLLNUMB",,"0"
"4025060",,"INCONNU 60","ACCENAME",,"0"
"4025061",,"Inconnu 18","ACCENAME",,"0"
"4025061",,"096-01","COLLNUMB",,"0"
"4025062",,"806-01","COLLNUMB",,"0"
"4025062",,"INCONNU 141","ACCENAME",,"0"
"4025063",,"123-04","COLLNUMB",,"0"
"4025063",,"COTTENS MUTTERBAUM","ACCENAME",,"0"
"4025064",,"Inconnu 21","ACCENAME",,"0"
"4025064",,"123-02","COLLNUMB",,"0"
"4025065",,"062-01","COLLNUMB",,"0"
"4025065",,"LONAY MUTTERBAUM","ACCENAME",,"0"
"4025066",,"Juriens Mutterbaum","ACCENAME",,"0"
"4025066",,"219-03","COLLNUMB",,"0"
"4025067",,"Inconnu 43","ACCENAME",,"0"
"4025067",,"219-02","COLLNUMB",,"0"
"4025068",,"Crissier Mutterbaum","ACCENAME",,"0"
"4025068",,"012-01","COLLNUMB",,"0"
"4025069",,"082-02","COLLNUMB",,"0"
"4025069",,"OULENS-SOUS-ECHALLENS MUTTERBAUM","ACCENAME",,"0"
"4025070",,"219-01","COLLNUMB",,"0"
"4025070",,"INCONNU 42","ACCENAME",,"0"
"4025071",,"Inconnu 145","ACCENAME",,"0"
"4025071",,"853-01","COLLNUMB",,"0"
"4025072",,"Inconnu 15","ACCENAME",,"0"
"4025072",,"082-01","COLLNUMB",,"0"
"4025073",,"875-01","COLLNUMB",,"0"
"4025073",,"INCONNU 148","ACCENAME",,"0"
"4025074",,"014-01","COLLNUMB",,"0"
"4025074",,"INCONNU 177","ACCENAME",,"0"
"4025075",,"Inconnu 174","ACCENAME",,"0"
"4025075",,"002-02","COLLNUMB",,"0"
"4025076",,"Le Mont-sur-Lausanne 2 Mutterbaum","ACCENAME",,"0"
"4025076",,"039-02","COLLNUMB",,"0"
"4025077",,"802-01","COLLNUMB",,"0"
"4025077",,"INCONNU 140","ACCENAME",,"0"
"4025078",,"852-01","COLLNUMB",,"0"
"4025078",,"INCONNU 144","ACCENAME",,"0"
"4025079",,"380-01","COLLNUMB",,"0"
"4025079",,"ECOTEAUX MUTTERBAUM","ACCENAME",,"0"
"4025080",,"563-01","COLLNUMB",,"0"
"4025080",,"INCONNU 96","ACCENAME",,"0"
"4025081",,"941-01","COLLNUMB",,"0"
"4025081",,"INCONNU 161","ACCENAME",,"0"
"4025082",,"Inconnu 131","ACCENAME",,"0"
"4025082",,"764-02","COLLNUMB",,"0"
"4025083",,"Grandson Mutterbaum","ACCENAME",,"0"
"4025083",,"043-01","COLLNUMB",,"0"
"4025084",,"835-01","COLLNUMB",,"0"
"4025084",,"PONT-LA-VILLE MUTTERBAUM","ACCENAME",,"0"
"4025085",,"Inconnu 129","ACCENAME",,"0"
"4025085",,"763-01","COLLNUMB",,"0"
"4025086",,"216-02","COLLNUMB",,"0"
"4025086",,"ROMAINMÔTIER MUTTERBAUM","ACCENAME",,"0"
"4025087",,"799-01","COLLNUMB",,"0"
"4025087",,"MONTBRELLOZ MUTTERBAUM","ACCENAME",,"0"
"4025088",,"Inconnu 10","ACCENAME",,"0"
"4025088",,"043-02","COLLNUMB",,"0"
"4025089",,"286-03","COLLNUMB",,"0"
"4025089",,"INCONNU 53","ACCENAME",,"0"
"4025090",,"890-02","COLLNUMB",,"0"
"4025090",,"INCONNU 151","ACCENAME",,"0"
"4025091",,"018-01","COLLNUMB",,"0"
"4025091",,"ESSERTINES-SUR-YVERDON MUTTERBAUM","ACCENAME",,"0"
"4025092",,"955-01","COLLNUMB",,"0"
"4025092",,"INCONNU 162","ACCENAME",,"0"
"4025093",,"904-01","COLLNUMB",,"0"
"4025093",,"THUNSTETTER MUTTERBAUM","ACCENAME",,"0"
"4025094",,"887-01","COLLNUMB",,"0"
"4025094",,"INCONNU 149","ACCENAME",,"0"
"4025095",,"503-01","COLLNUMB",,"0"
"4025095",,"ESTAVAYER-LE-LAC MUTTERBAUM","ACCENAME",,"0"
"4025096",,"Inconnu 157","ACCENAME",,"0"
"4025096",,"934-01","COLLNUMB",,"0"
"4025097",,"Inconnu 88","ACCENAME",,"0"
"4025097",,"520-03","COLLNUMB",,"0"
"4025098",,"Inconnu 49","ACCENAME",,"0"
"4025098",,"279-01","COLLNUMB",,"0"
"4025099",,"925-01","COLLNUMB",,"0"
"4025099",,"INCONNU 155","ACCENAME",,"0"
"4025100",,"291-01","COLLNUMB",,"0"
"4025100",,"GRESSY MUTTERBAUM","ACCENAME",,"0"
"4025101",,"798-01","COLLNUMB",,"0"
"4025101",,"INCONNU 138","ACCENAME",,"0"
"4025102",,"890-01","COLLNUMB",,"0"
"4025102",,"INCONNU 150","ACCENAME",,"0"
"4025103",,"Inconnu 166","ACCENAME",,"0"
"4025103",,"963-01","COLLNUMB",,"0"
"4025104",,"Inconnu 50","ACCENAME",,"0"
"4025104",,"283-01","COLLNUMB",,"0"
"4025105",,"789-01","COLLNUMB",,"0"
"4025105",,"INCONNU 135","ACCENAME",,"0"
"4025106",,"960-01","COLLNUMB",,"0"
"4025106",,"INCONNU 165","ACCENAME",,"0"
"4025107",,"Inconnu 39","ACCENAME",,"0"
"4025107",,"216-03","COLLNUMB",,"0"
"4025108",,"520-02","COLLNUMB",,"0"
"4025108",,"INCONNU 87","ACCENAME",,"0"
"4025109",,"Semis de bijoux 2","ACCENAME",,"0"
"4025109",,"334-02","COLLNUMB",,"0"
"4025110",,"925-02","COLLNUMB",,"0"
"4025110",,"INCONNU 156","ACCENAME",,"0"
"4025111",,"794-01","COLLNUMB",,"0"
"4025111",,"INCONNU 136","ACCENAME",,"0"
"4025112",,"520-01","COLLNUMB",,"0"
"4025112",,"INCONNU 86","ACCENAME",,"0"
"4025113",,"Yvonand (Amy) Mutterbaum","ACCENAME",,"0"
"4025113",,"312-01","COLLNUMB",,"0"
"4025114",,"043-03","COLLNUMB",,"0"
"4025114",,"INCONNU 11","ACCENAME",,"0"
"4025115",,"Inconnu 134","ACCENAME",,"0"
"4025115",,"775-02","COLLNUMB",,"0"
"4025116",,"Inconnu 51","ACCENAME",,"0"
"4025116",,"286-01","COLLNUMB",,"0"
"4025117",,"940-02","COLLNUMB",,"0"
"4025117",,"INCONNU 160","ACCENAME",,"0"
"4025118",,"903-01","COLLNUMB",,"0"
"4025118",,"INCONNU 154","ACCENAME",,"0"
"4025119",,"955-02","COLLNUMB",,"0"
"4025119",,"INCONNU 163","ACCENAME",,"0"
"4025120",,"Inconnu 132","ACCENAME",,"0"
"4025120",,"766-01","COLLNUMB",,"0"
"4025121",,"940-01","COLLNUMB",,"0"
"4025121",,"INCONNU 159","ACCENAME",,"0"
"4025122",,"Inconnu 152","ACCENAME",,"0"
"4025122",,"890-03","COLLNUMB",,"0"
"4025123",,"Inconnu 41","ACCENAME",,"0"
"4025123",,"217-01","COLLNUMB",,"0"
"4025124",,"Inconnu 37","ACCENAME",,"0"
"4025124",,"216-01","COLLNUMB",,"0"
"4025125",,"936-01","COLLNUMB",,"0"
"4025125",,"INCONNU 158","ACCENAME",,"0"
"4025126",,"334-01","COLLNUMB",,"0"
"4025126",,"GRANGES-PRÉS-MARNAND MUTTERBAUM","ACCENAME",,"0"
"4025127",,"764-01","COLLNUMB",,"0"
