"genesysId","uuid","instCode","acceNumb","doi","genus","species","spAuthor","subtaxa","subtAuthor","fullTaxa","origCty","acqSrc","acqDate","mlsStat","available","historic","curationType","storage","sampStat","duplSite","createdBy","createdDate","lastModifiedBy","lastModifiedDate"
"4026878","c3c5f2a1-416f-4198-9b91-3ada6cea0b32","CHE127","F-2-031-2012",,"Juglans","regia","","","","Juglans regia","CHE","","20120000","true","","false","","20","",,"","2014-01-09 17:12:40","1285","2023-11-18 10:00:12"
"4026879","8c1b56c0-e9a5-4f78-88ba-b4edf68a92b1","CHE127","F-1-058-2010",,"Juglans","regia","","","","Juglans regia","CHE","","20100000","true","","false","","20","",,"","2014-01-09 17:12:40","1285","2023-11-18 10:00:15"
"4026880","88b73c90-d51c-46f1-9ae9-3d6bd1384315","CHE127","F-2-030-2011",,"Juglans","regia","","","","Juglans regia","CHE","","20110000","true","","false","","20","",,"","2014-01-09 17:12:40","1285","2023-11-18 10:00:12"
"4026881","9a62b094-d8a2-4b74-a8e4-2e61fc2204e8","CHE127","F-2-028-2011",,"Juglans","regia","","","","Juglans regia","CHE","","20110000","true","","false","","20","",,"","2014-01-09 17:12:40","1285","2023-11-18 10:00:12"
"4026882","1cd7585b-cb59-4439-9c0c-d03b422d7925","CHE127","F-2-016-2012",,"Juglans","regia","","","","Juglans regia","CHE","","20120000","true","","false","","20","",,"","2014-01-09 17:12:40","1285","2023-11-18 10:00:12"
"4026883","0863e91b-3604-47d0-873b-c261e3a08094","CHE127","F-2-020-2012",,"Juglans","regia","","","","Juglans regia","CHE","","20120000","true","","false","","20","",,"","2014-01-09 17:12:40","1285","2023-11-18 09:59:58"
"4026884","d3afa7da-9db1-477e-a715-8e2340226e5c","CHE127","F-1-064-2011",,"Juglans","regia","","","","Juglans regia","CHE","","20110000","true","","false","","20","",,"","2014-01-09 17:12:40","1285","2023-11-18 10:00:15"
"4026885","16a8510c-7078-4f0a-ba68-c1a12fe91a8b","CHE127","F-2-012-2011",,"Juglans","regia","","","","Juglans regia","CHE","","20110000","true","","false","","20","",,"","2014-01-09 17:12:40","1285","2023-11-18 10:00:12"
"4026886","ca3ffe0b-de45-4dd2-ac51-1feda5536ee3","CHE127","F-2-006-2011",,"Juglans","regia","","","","Juglans regia","CHE","","20110000","true","","false","","20","",,"","2014-01-09 17:12:40","1285","2023-11-18 10:00:15"
"4026887","3b4ffb5c-ff5d-4ad8-9ba2-f3deb9d2ffd4","CHE127","F-1-055-2010",,"Juglans","regia","","","","Juglans regia","CHE","","20100000","true","","false","","20","",,"","2014-01-09 17:12:40","1285","2023-11-18 10:00:15"
"4026888","d49e03b8-3ba3-44fe-9659-2bb95d277c72","CHE127","F-1-054-2011",,"Juglans","regia","","","","Juglans regia","CHE","","20110000","true","","false","","20","",,"","2014-01-09 17:12:40","1285","2023-11-18 10:00:15"
"4026889","36dbaa59-e38d-4037-84f3-8f41952535f2","CHE127","F-2-034-2011",,"Juglans","regia","","","","Juglans regia","CHE","","20110000","true","","false","","20","",,"","2014-01-09 17:12:40","1285","2023-11-18 10:00:12"
"4026890","993cc68a-7a16-49f1-91a6-31ee9b8a2fc7","CHE127","F-2-024-2011",,"Juglans","regia","","","","Juglans regia","CHE","","20110000","true","","false","","20","",,"","2014-01-09 17:12:40","1285","2023-11-18 10:00:12"
"4026891","be133e64-9c42-4341-9135-e35305cc45b7","CHE127","F-1-062-2010",,"Juglans","regia","","","","Juglans regia","CHE","","20100000","true","","false","","20","",,"","2014-01-09 17:12:40","1285","2023-11-18 10:00:15"
"4026892","10f01f51-73c5-4b26-a6dd-dc5ca40872ce","CHE127","F-1-065-2010",,"Juglans","regia","","","","Juglans regia","CHE","","20100000","true","","false","","20","",,"","2014-01-09 17:12:40","1285","2023-11-18 10:00:15"
"4026893","be3f71a7-05f7-4545-bc1b-de987552da73","CHE127","F-2-017-2011",,"Juglans","regia","","","","Juglans regia","CHE","","20110000","true","","false","","20","",,"","2014-01-09 17:12:40","1285","2023-11-18 10:00:12"
"4026894","a2dc4285-8b3e-470c-956d-e8a0568863f5","CHE127","F-2-027-2011",,"Juglans","regia","","","","Juglans regia","CHE","","20110000","true","","false","","20","",,"","2014-01-09 17:12:40","1285","2023-11-18 10:00:12"
"4026895","482296b2-f16a-49b8-a3f7-bcbb86e998a1","CHE127","F-2-011-2011",,"Juglans","regia","","","","Juglans regia","CHE","","20110000","true","","false","","20","",,"","2014-01-09 17:12:40","1285","2023-11-18 10:00:12"
"4026896","77ca6534-80d8-4eb0-b6a7-8082057cea9d","CHE127","F-2-014-2012",,"Juglans","regia","","","","Juglans regia","CHE","","20120000","true","","false","","20","",,"","2014-01-09 17:12:40","1285","2023-11-18 10:00:12"
"4026897","779ed62d-1945-4236-a8d2-f8a026b67816","CHE127","F-1-060-2010",,"Juglans","regia","","","","Juglans regia","CHE","","20100000","true","","false","","20","",,"","2014-01-09 17:12:40","1285","2023-11-18 10:00:15"
"4026898","00339366-80b3-40b6-a007-dc9c0b0ead74","CHE127","F-2-033-2011",,"Juglans","regia","","","","Juglans regia","CHE","","20110000","true","","false","","20","",,"","2014-01-09 17:12:40","1285","2023-11-18 10:00:12"
"4026899","f1a16839-0f58-453c-a138-806ef0948936","CHE127","F-2-010-2011",,"Juglans","regia","","","","Juglans regia","CHE","","20110000","true","","false","","20","",,"","2014-01-09 17:12:40","1285","2023-11-18 10:00:12"
"4026900","96700dd0-11cd-46a9-b373-f741c2bf24a0","CHE127","F-2-064-2012",,"Juglans","regia","","","","Juglans regia","CHE","","20120000","true","","false","","20","",,"","2014-01-09 17:12:40","1285","2023-11-18 09:59:58"
"4026901","c624aa56-852b-4995-a9bf-5d1a830762f1","CHE127","F-2-038-2012",,"Juglans","regia","","","","Juglans regia","CHE","","20120000","true","","false","","20","",,"","2014-01-09 17:12:40","1285","2023-11-18 09:59:58"
"4026902","9ac68014-af30-4492-b881-a38b86878209","CHE127","F-2-068-2011",,"Juglans","regia","","","","Juglans regia","CHE","","20110000","true","","false","","20","",,"","2014-01-09 17:12:40","1285","2023-11-18 09:59:58"
"4026903","788a677e-fa37-4a10-a5f8-5d583a2ca3b9","CHE127","F-2-069-2011",,"Juglans","regia","","","","Juglans regia","CHE","","20110000","true","","false","","20","",,"","2014-01-09 17:12:40","1285","2023-11-18 09:59:58"
"4026904","5ee4e38a-6f20-4d8c-b900-9b9117ea2748","CHE127","F-2-051-2012",,"Juglans","regia","","","","Juglans regia","CHE","","20120000","true","","false","","20","",,"","2014-01-09 17:12:40","1285","2023-11-18 09:59:58"
"4026905","90a81b54-c8b4-4fc6-841b-61dc323b5135","CHE127","F-2-056-2012",,"Juglans","regia","","","","Juglans regia","CHE","","20120000","true","","false","","20","",,"","2014-01-09 17:12:40","1285","2023-11-18 09:59:58"
"4026906","ce4fa7a6-01f8-42e9-b185-08b5a34879d0","CHE127","F-2-044-2011",,"Juglans","regia","","","","Juglans regia","CHE","","20110000","true","","false","","20","",,"","2014-01-09 17:12:40","1285","2023-11-18 09:59:58"
"4026907","7e7519d7-d8ee-464f-bfe3-3110f3cec093","CHE127","F-2-072-2012",,"Juglans","regia","","","","Juglans regia","CHE","","20120000","true","","false","","20","",,"","2014-01-09 17:12:40","1285","2023-11-18 09:59:58"
"4026908","f1cc4e05-0f07-4708-bde9-bdfbac877539","CHE127","F-2-057-2012",,"Juglans","regia","","","","Juglans regia","CHE","","20120000","true","","false","","20","",,"","2014-01-09 17:12:40","1285","2023-11-18 09:59:58"
"4026909","7d632216-f8d5-43d9-9c55-0711d86553d8","CHE127","F-2-040-2011",,"Juglans","regia","","","","Juglans regia","CHE","","20110000","true","","false","","20","",,"","2014-01-09 17:12:40","1285","2023-11-18 09:59:58"
"4026910","8593effe-5d7d-4dae-8371-5b87f5f8c228","CHE127","F-2-049-2011",,"Juglans","regia","","","","Juglans regia","CHE","","20110000","true","","false","","20","",,"","2014-01-09 17:12:40","1285","2023-11-18 09:59:58"
"4026911","300eaa41-f75e-4e5f-bf2b-6b81fad30716","CHE127","F-2-071-2011",,"Juglans","regia","","","","Juglans regia","CHE","","20110000","true","","false","","20","",,"","2014-01-09 17:12:40","1285","2023-11-18 09:59:58"
"4026912","e9ad495c-eb8c-4f6c-a3f6-ae5407e36d2f","CHE127","F-2-043-2011",,"Juglans","regia","","","","Juglans regia","USA","","20110000","true","","false","","20","",,"","2014-01-09 17:12:40","1285","2023-11-18 09:59:58"
"4026913","0fb516a8-1950-4464-bdd1-f714778d2344","CHE127","F-2-060-2011",,"Juglans","regia","","","","Juglans regia","CHE","","20110000","true","","false","","20","",,"","2014-01-09 17:12:40","1285","2023-11-18 09:59:58"
"4026914","cc479631-8347-48cf-ba5c-9f9e10bd88e4","CHE127","F-2-021-2011",,"Juglans","regia","","","","Juglans regia","CHE","","20110000","true","","false","","20","",,"","2014-01-09 17:12:40","1285","2023-11-18 10:00:12"
"4026915","262c754b-8ddb-423a-b546-9db9b34f1b40","CHE127","F-2-058-2011",,"Juglans","regia","","","","Juglans regia","CHE","","20110000","true","","false","","20","",,"","2014-01-09 17:12:40","1285","2023-11-18 09:59:58"
"4026916","8c6ec669-7ec5-441e-8de5-d31a24f6837a","CHE127","F-2-054-2012",,"Juglans","regia","","","","Juglans regia","CHE","","20120000","true","","false","","20","",,"","2014-01-09 17:12:40","1285","2023-11-18 09:59:58"
"4026917","b1f5fc54-730b-4426-af7a-470c89bd225c","CHE127","F-2-066-2012",,"Juglans","regia","","","","Juglans regia","CHE","","20120000","true","","false","","20","",,"","2014-01-09 17:12:40","1285","2023-11-18 09:59:58"
"4026918","ed76d64c-cbbf-46fe-91ae-9c75a0cbfdcf","CHE127","F-2-019-2012",,"Juglans","regia","","","","Juglans regia","CHE","","20120000","true","","false","","20","",,"","2014-01-09 17:12:40","1285","2023-11-18 09:59:58"
"4026919","9aef2742-e80a-4dd7-98d2-3e49db5995dc","CHE127","F-2-062-2012",,"Juglans","regia","","","","Juglans regia","CHE","","20120000","true","","false","","20","",,"","2014-01-09 17:12:40","1285","2023-11-18 09:59:58"
"4026920","8f8acbb7-e322-4976-8f3c-42481363892f","CHE127","F-2-047-2012",,"Juglans","regia","","","","Juglans regia","CHE","","20120000","true","","false","","20","",,"","2014-01-09 17:12:40","1285","2023-11-18 09:59:58"
"4026921","caf3ab77-49fb-4094-bd01-d826d3941f57","CHE127","F-2-065-2011",,"Juglans","regia","","","","Juglans regia","CHE","","20110000","true","","false","","20","",,"","2014-01-09 17:12:40","1285","2023-11-18 09:59:58"
"4026922","a81467b4-67fe-4ac1-93c5-ce8a63c2908f","CHE127","F-2-069-2012",,"Juglans","regia","","","","Juglans regia","CHE","","20120000","true","","false","","20","",,"","2014-01-09 17:12:40","1285","2023-11-18 09:59:58"
"4026923","22b6d2c0-1b87-4e6d-96c0-38ffc73e897f","CHE127","F-2-067-2012",,"Juglans","regia","","","","Juglans regia","CHE","","20120000","true","","false","","20","",,"","2014-01-09 17:12:40","1285","2023-11-18 09:59:58"
"4026924","e6901eed-a75b-4fb5-8c63-4dfb560b213e","CHE127","F-2-050-2012",,"Juglans","regia","","","","Juglans regia","CHE","","20120000","true","","false","","20","",,"","2014-01-09 17:12:40","1285","2023-11-18 09:59:58"
"4026925","2a730716-98f1-40f0-9056-f63a25e0d208","CHE127","F-2-018-2011",,"Juglans","regia","","","","Juglans regia","CHE","","20110000","true","","false","","20","",,"","2014-01-09 17:12:41","1285","2023-11-18 09:59:58"
"4026926","98aeb9a7-004c-4f90-b6f5-726efff2de6f","CHE127","F-2-068-2012",,"Juglans","regia","","","","Juglans regia","CHE","","20120000","true","","false","","20","",,"","2014-01-09 17:12:41","1285","2023-11-18 09:59:58"
"4026927","c464ef64-b2d3-47cb-bb64-6f2d7621d47a","CHE127","F-2-071-2012",,"Juglans","regia","","","","Juglans regia","CHE","","20120000","true","","false","","20","",,"","2014-01-09 17:12:41","1285","2023-11-18 09:59:58"
"4026928","d511e70b-f5f3-4ba0-9d1c-7726865aeedd","CHE127","F-2-048-2011",,"Juglans","regia","","","","Juglans regia","CHE","","20110000","true","","false","","20","",,"","2014-01-09 17:12:41","1285","2023-11-18 09:59:58"
"4026929","4ed9cdfa-b668-47ef-9171-0c74d1c276d6","CHE127","F-2-039-2011",,"Juglans","regia","","","","Juglans regia","CHE","","20110000","true","","false","","20","",,"","2014-01-09 17:12:41","1285","2023-11-18 09:59:58"
"4026930","45c26295-b5b5-4298-bc5c-a3ca07993575","CHE127","F-2-052-2011",,"Juglans","regia","","","","Juglans regia","CHE","","20110000","true","","false","","20","",,"","2014-01-09 17:12:41","1285","2023-11-18 09:59:58"
"4026931","045faf95-a3ae-49ba-ac82-f37c74cbaab0","CHE127","F-2-063-2011",,"Juglans","regia","","","","Juglans regia","CHE","","20110000","true","","false","","20","",,"","2014-01-09 17:12:41","1285","2023-11-18 09:59:58"
"4026932","7c7071e8-5f37-4614-be64-ac55bef48012","CHE127","F-2-046-2012",,"Juglans","regia","","","","Juglans regia","CHE","","20120000","true","","false","","20","",,"","2014-01-09 17:12:41","1285","2023-11-18 09:59:58"
"4026933","cf772b62-384c-4388-ad7f-6b706a2dd0ce","CHE127","F-2-061-2011",,"Juglans","regia","","","","Juglans regia","CHE","","20110000","true","","false","","20","",,"","2014-01-09 17:12:41","1285","2023-11-18 09:59:58"
"4026934","105160d4-13a9-45ab-877f-800038e6bd50","CHE127","F-2-048-2012",,"Juglans","regia","","","","Juglans regia","CHE","","20120000","true","","false","","20","",,"","2014-01-09 17:12:41","1285","2023-11-18 09:59:58"
"4026935","051f0437-0afc-4250-8ea3-896b79684863","CHE127","F-2-041-2011",,"Juglans","regia","","","","Juglans regia","CHE","","20110000","true","","false","","20","",,"","2014-01-09 17:12:41","1285","2023-11-18 09:59:58"
"4026936","f39aab3e-eba6-4545-a688-91d9efa91465","CHE127","F-2-045-2012",,"Juglans","regia","","","","Juglans regia","CHE","","20120000","true","","false","","20","",,"","2014-01-09 17:12:41","1285","2023-11-18 09:59:58"
"4026937","df6b9b88-624a-4c31-8fab-4c381244cb1a","CHE127","F-2-055-2011",,"Juglans","regia","","","","Juglans regia","CHE","","20110000","true","","false","","20","",,"","2014-01-09 17:12:41","1285","2023-11-18 09:59:58"
"4026938","6e88019c-b572-437e-ab81-7cb9e69a9bb8","CHE127","F-2-042-2011",,"Juglans","regia","","","","Juglans regia","CHE","","20110000","true","","false","","20","",,"","2014-01-09 17:12:41","1285","2023-11-18 09:59:58"
"4026939","7d1d4d8b-bcb8-4da9-9559-8371b082791a","CHE127","F-2-053-2012",,"Juglans","regia","","","","Juglans regia","CHE","","20120000","true","","false","","20","",,"","2014-01-09 17:12:41","1285","2023-11-18 09:59:58"
"4092420","8db9659f-fde8-4b04-9e68-1f5b75f5fe9d","HRV054","FRU00130",,"Juglans","regia","L.","","","Juglans regia L.","USA","","2006----","","","false","","20","500",,"2","2014-01-09 22:00:45","1285","2023-11-18 10:48:52"
"4092429","d9525e85-009d-4308-8e1f-af9f8bb2b29c","HRV054","FRU00133",,"Juglans","regia","L.","","","Juglans regia L.","FRA","","2006----","","","false","","20","500",,"2","2014-01-09 22:00:45","1285","2023-11-18 10:48:52"
"4092441","96a951eb-6e33-4ea9-aaf3-c6e46af79b5a","HRV054","FRU00129",,"Juglans","regia","L.","","","Juglans regia L.","FRA","","2006----","","","false","","20","500",,"2","2014-01-09 22:00:45","1285","2023-11-18 10:48:52"
"4092450","123edd32-3619-4f69-bb38-e77a5939a2a7","HRV054","FRU00131",,"Juglans","regia","L.","","","Juglans regia L.","FRA","","2006----","","","false","","20","500",,"2","2014-01-09 22:00:45","1285","2023-11-18 10:48:52"
"4092462","a7c42722-dca8-41c8-b15b-339eae6ea11b","HRV054","FRU00132",,"Juglans","regia","L.","","","Juglans regia L.","FRA","","2006----","","","false","","20","500",,"2","2014-01-09 22:00:45","1285","2023-11-18 10:48:52"
"4101185","035e8eef-7ba5-43df-b22e-6d6dfbd9aebd","ITA378","No 0004",,"Juglans","regia","L.","","","Juglans regia L.","ITA","",,"","","false","","20","412",,"2","2014-01-09 22:14:03","1285","2023-11-18 08:56:16"
"4101192","c68dc005-6d52-4c17-9509-c4ad0aeece00","ITA378","No 0005",,"Juglans","regia","L.","","","Juglans regia L.","ITA","",,"","","false","","20","412",,"2","2014-01-09 22:14:03","1285","2023-11-18 08:56:16"
"4101202","31063be8-289e-40d0-adfe-2c5e173d350d","ITA378","No 0010",,"Juglans","regia","L.","","","Juglans regia L.","ITA","",,"","","false","","20","500","ITA380","2","2014-01-09 22:14:03","1285","2023-11-18 08:56:16"
"4101206","9b210283-7169-4ae5-b417-f4e85a4c2682","ITA378","No 0003",,"Juglans","regia","L.","","","Juglans regia L.","ITA","",,"","","false","","20","412",,"2","2014-01-09 22:14:03","1285","2023-11-18 08:56:16"
"4101208","2e8b7e58-c037-4bfa-82e0-16cff6338cb1","ITA378","No 0002",,"Juglans","regia","L.","","","Juglans regia L.","ITA","",,"","","false","","20","412",,"2","2014-01-09 22:14:03","1285","2023-11-18 08:56:16"
"4101211","3f4ffbec-f518-44a7-85d0-a5ef449ce7bf","ITA378","No 0001",,"Juglans","regia","L.","","","Juglans regia L.","ITA","",,"","","false","","20","412",,"2","2014-01-09 22:14:03","1285","2023-11-18 08:56:16"
"4101214","31172823-1274-4eea-b4c1-5f806a0d71e2","ITA378","No 0012",,"Juglans","regia","L.","","","Juglans regia L.","YUG","",,"","","false","","20","500",,"2","2014-01-09 22:14:03","1285","2023-11-18 08:56:16"
"4101238","b23f98ab-e838-4b90-bf2b-639504f99149","ITA378","No 0007",,"Juglans","regia","L.","","","Juglans regia L.","ITA","",,"","","false","","20","412",,"2","2014-01-09 22:14:04","1285","2023-11-18 08:56:16"
"4101242","4570b566-5eeb-4352-8257-933e6a62c9cc","ITA378","No 0009",,"Juglans","regia","L.","","","Juglans regia L.","YUG","",,"","","false","","20","500",,"2","2014-01-09 22:14:04","1285","2023-11-18 08:56:16"
"4101246","51742562-a4f3-4093-9c87-7d4390835484","ITA378","No 0006",,"Juglans","regia","L.","","","Juglans regia L.","ITA","",,"","","false","","20","412",,"2","2014-01-09 22:14:04","1285","2023-11-18 08:56:16"
"4101250","9b44eb3e-a55f-4bc1-b103-85ebbae98b67","ITA378","No 0008",,"Juglans","regia","L.","","","Juglans regia L.","YUG","",,"","","false","","20","500",,"2","2014-01-09 22:14:04","1285","2023-11-18 08:56:16"
"4101254","798e71b0-a2c5-427d-b5b7-f75ead8f9407","ITA378","No 0016",,"Juglans","regia","L.","","","Juglans regia L.","YUG","",,"","","false","","20","500",,"2","2014-01-09 22:14:04","1285","2023-11-18 08:56:16"
"4101261","7b4314ef-c9c1-4e65-b2e4-aab2624b6afd","ITA378","No 0015",,"Juglans","regia","L.","","","Juglans regia L.","YUG","",,"","","false","","20","500",,"2","2014-01-09 22:14:04","1285","2023-11-18 08:56:16"
"4101272","2d574652-f18a-4f72-8810-e73d6fde25e4","ITA378","No 0014",,"Juglans","regia","L.","","","Juglans regia L.","YUG","",,"","","false","","20","500",,"2","2014-01-09 22:14:04","1285","2023-11-18 08:56:16"
"4101274","75e0b1f5-1002-4ae7-94e2-a9ef19cf1ea4","ITA378","No 0011",,"Juglans","regia","L.","","","Juglans regia L.","YUG","",,"","","false","","20","500",,"2","2014-01-09 22:14:04","1285","2023-11-18 08:56:16"
"4101277","548ce445-844d-4c56-8b5c-f357e884d50d","ITA378","No 0013",,"Juglans","regia","L.","","","Juglans regia L.","ITA","",,"","","false","","20","300",,"2","2014-01-09 22:14:04","1285","2023-11-18 08:56:16"
"4103469","ba31c7ec-c038-419e-8800-c5e5cb55e825","ITA379","Noc042",,"Juglans","regia","L.","","","Juglans regia L.","PRT","",,"","","false","","20","500",,"2","2014-01-09 22:14:26","1285","2023-11-18 08:56:33"
"4103470","3a5ee312-eee6-4872-9430-3391729fc6f6","ITA379","Noc054",,"Juglans","regia","L.","","","Juglans regia L.","ITA","",,"","","false","","20","410",,"2","2014-01-09 22:14:26","1285","2023-11-18 08:56:33"
"4103471","2443d297-4e76-4027-b14e-ad0616221c19","ITA379","Noc018",,"Juglans","regia","L.","","","Juglans regia L.","FRA","",,"","","false","","20","500",,"2","2014-01-09 22:14:26","1285","2023-11-18 08:56:33"
"4103474","d005225c-546a-4cb3-8e63-027e5d86cb7e","ITA379","Noc033",,"Juglans","regia","L.","","","Juglans regia L.","ITA","",,"","","false","","20","410",,"2","2014-01-09 22:14:26","1285","2023-11-18 08:56:33"
"4103475","55ec9b22-1286-4cd1-9798-ff3909f496ee","ITA379","Noc052",,"Juglans","regia","L.","","","Juglans regia L.","USA","",,"","","false","","20","500",,"2","2014-01-09 22:14:26","1285","2023-11-18 08:56:33"
"4103476","895dce25-3adc-4115-acf2-d7c1bef8299c","ITA379","Noc037",,"Juglans","regia","L.","","","Juglans regia L.","ITA","",,"","","false","","20","500",,"2","2014-01-09 22:14:26","1285","2023-11-18 08:56:33"
"4103478","e4d64eb5-fc45-4438-9c0f-92dc57e8bddf","ITA379","Noc041",,"Juglans","regia","L.","","","Juglans regia L.","BGR","",,"","","false","","20","500",,"2","2014-01-09 22:14:26","1285","2023-11-18 08:56:33"
"4103480","36ec58ef-649b-468e-8123-2b16cce5e265","ITA379","Noc040",,"Juglans","regia","L.","","","Juglans regia L.","USA","",,"","","false","","20","500",,"2","2014-01-09 22:14:26","1285","2023-11-18 08:56:33"
"4103481","dffa05bf-fb7e-4dbd-b887-e708a7e6667a","ITA379","Noc030",,"Juglans","regia","L.","","","Juglans regia L.","USA","",,"","","false","","20","500",,"2","2014-01-09 22:14:26","1285","2023-11-18 08:56:33"
"4103483","c483be6b-5304-4d63-a4c3-99d65be7188c","ITA379","Noc031",,"Juglans","regia","L.","","","Juglans regia L.","ITA","",,"","","false","","20","410",,"2","2014-01-09 22:14:26","1285","2023-11-18 08:56:33"
"4103484","a4d665be-5b33-4498-9fcf-13b1c9c066b8","ITA379","Noc047",,"Juglans","regia","L.","","","Juglans regia L.","ITA","",,"","","false","","20","500",,"2","2014-01-09 22:14:26","1285","2023-11-18 08:56:33"
"4103485","57e36b27-25ad-467c-95a9-db2ac39b3e94","ITA379","Noc020",,"Juglans","regia","L.","","","Juglans regia L.","ITA","",,"","","false","","20","500",,"2","2014-01-09 22:14:26","1285","2023-11-18 08:56:33"
"4103486","bb212bae-815d-42d0-aab8-9a295b8cab5a","ITA379","Noc023",,"Juglans","regia","L.","","","Juglans regia L.","USA","",,"","","false","","20","500",,"2","2014-01-09 22:14:26","1285","2023-11-18 08:56:33"
"4103487","c1eac9e3-5bab-42bd-9984-37cc107327af","ITA379","Noc029",,"Juglans","regia","L.","","","Juglans regia L.","FRA","",,"","","false","","20","500",,"2","2014-01-09 22:14:26","1285","2023-11-18 08:56:33"
"4103489","0cc5bf0a-8eff-498c-8662-8b8cc853c637","ITA379","Noc048",,"Juglans","regia","L.","","","Juglans regia L.","USA","",,"","","false","","20","500",,"2","2014-01-09 22:14:26","1285","2023-11-18 08:56:33"
"4103491","790dccb2-64ad-446d-9d04-c6231cee1956","ITA379","Noc046",,"Juglans","regia","L.","","","Juglans regia L.","ITA","",,"","","false","","20","500",,"2","2014-01-09 22:14:26","1285","2023-11-18 08:56:33"
"4103492","c28d5691-fab7-480e-b18c-6e2adb695f4e","ITA379","Noc022",,"Juglans","regia","L.","","","Juglans regia L.","USA","",,"","","false","","20","500",,"2","2014-01-09 22:14:26","1285","2023-11-18 08:56:33"
"4103493","f4d4cdf3-6f62-4a1f-81ef-6243956abb4a","ITA379","Noc051",,"Juglans","regia","L.","","","Juglans regia L.","ITA","",,"","","false","","20","410",,"2","2014-01-09 22:14:26","1285","2023-11-18 08:56:33"
"4103494","82782cc5-f95a-4664-a98a-4541ee4da246","ITA379","Noc053",,"Juglans","regia","L.","","","Juglans regia L.","ITA","",,"","","false","","20","410",,"2","2014-01-09 22:14:26","1285","2023-11-18 08:56:33"
"4103496","2e9fd433-977f-46ac-a0cd-ee16c84835a7","ITA379","Noc028",,"Juglans","regia","L.","","","Juglans regia L.","FRA","",,"","","false","","20","500",,"2","2014-01-09 22:14:26","1285","2023-11-18 08:56:33"
"4103498","df6d8a7a-641e-4f7b-8272-26ab74aa43bc","ITA379","Noc035",,"Juglans","regia","L.","","","Juglans regia L.","USA","",,"","","false","","20","500",,"2","2014-01-09 22:14:26","1285","2023-11-18 08:56:33"
"4103499","98f961cd-9dcd-4259-8101-81fe61f2f42f","ITA379","Noc021",,"Juglans","regia","L.","","","Juglans regia L.","FRA","",,"","","false","","20","500",,"2","2014-01-09 22:14:26","1285","2023-11-18 08:56:33"
"4103500","7500b3dc-c437-4d9b-847a-af7d07dfddc8","ITA379","Noc039",,"Juglans","regia","L.","","","Juglans regia L.","USA","",,"","","false","","20","500",,"2","2014-01-09 22:14:26","1285","2023-11-18 08:56:33"
"4103501","497eda21-c054-4c37-bcba-6bcf85254abf","ITA379","Noc050",,"Juglans","regia","L.","","","Juglans regia L.","ITA","",,"","","false","","20","410",,"2","2014-01-09 22:14:26","1285","2023-11-18 08:56:33"
"4103502","f11c99c5-06c1-4d00-9503-4119337a9db1","ITA379","Noc027",,"Juglans","regia","L.","","","Juglans regia L.","FRA","",,"","","false","","20","500",,"2","2014-01-09 22:14:26","1285","2023-11-18 08:56:33"
"4103503","a3af36fa-a01c-4637-a75d-61598f211047","ITA379","Noc038",,"Juglans","regia","L.","","","Juglans regia L.","USA","",,"","","false","","20","500",,"2","2014-01-09 22:14:26","1285","2023-11-18 08:56:33"
"4103504","9f885e1b-232b-460e-a43d-df0320ec20e6","ITA379","Noc032",,"Juglans","regia","L.","","","Juglans regia L.","ITA","",,"","","false","","20","410",,"2","2014-01-09 22:14:26","1285","2023-11-18 08:56:33"
"4103505","ae45cb03-3e6e-4d5b-819a-a9f233f73197","ITA379","Noc045",,"Juglans","regia","L.","","","Juglans regia L.","ITA","",,"","","false","","20","500",,"2","2014-01-09 22:14:26","1285","2023-11-18 08:56:33"
"4103506","3e9e3825-6eee-48bb-a5f0-e5711cd8531e","ITA379","Noc019",,"Juglans","regia","L.","","","Juglans regia L.","ITA","",,"","","false","","20","500",,"2","2014-01-09 22:14:26","1285","2023-11-18 08:56:33"
"4103507","711575a7-f8e7-4a80-b05e-8ed20791936a","ITA379","Noc034",,"Juglans","regia","L.","","","Juglans regia L.","ITA","",,"","","false","","20","410",,"2","2014-01-09 22:14:26","1285","2023-11-18 08:56:33"
"4103508","4e064632-2499-4fb8-881a-cf54df7b8824","ITA379","Noc049",,"Juglans","regia","L.","","","Juglans regia L.","ITA","",,"","","false","","20","500",,"2","2014-01-09 22:14:26","1285","2023-11-18 08:56:33"
"4103509","8e8828d4-0415-4b3e-a59d-9352340fabc8","ITA379","Noc036",,"Juglans","regia","L.","","","Juglans regia L.","FRA","",,"","","false","","20","500",,"2","2014-01-09 22:14:26","1285","2023-11-18 08:56:33"
"4103512","d0a27b9d-b7dd-4d4c-a29d-696f31516718","ITA379","Noc024",,"Juglans","regia","L.","","","Juglans regia L.","FRA","",,"","","false","","20","500",,"2","2014-01-09 22:14:26","1285","2023-11-18 08:56:33"
"4103513","19b5ad80-34f2-4d5d-8cb2-0904dbf6e4ab","ITA379","Noc043",,"Juglans","regia","L.","","","Juglans regia L.","USA","",,"","","false","","20","500",,"2","2014-01-09 22:14:26","1285","2023-11-18 08:56:33"
"4103514","fd35ae22-8f5b-4567-8e87-27b09008b16e","ITA379","Noc044",,"Juglans","regia","L.","","","Juglans regia L.","FRA","",,"","","false","","20","500",,"2","2014-01-09 22:14:26","1285","2023-11-18 08:56:33"
