"genesysId","uuid","instCode","acceNumb","doi","genus","species","spAuthor","subtaxa","subtAuthor","fullTaxa","origCty","acqSrc","acqDate","mlsStat","available","historic","curationType","storage","sampStat","duplSite","createdBy","createdDate","lastModifiedBy","lastModifiedDate"
"5937","7a544657-b31b-4343-b613-86a15c7ea5b4","USA151","NA 9068",,"Juglans","microcarpa","Berland.","","","Juglans microcarpa Berland.",,"","19560905","","","false","",,"999",,"","","4","2024-06-21 15:44:34"
"356298","f5e72a0b-3866-404d-b099-47ed9a8299b1","USA020","Ames 2964",,"Juglans","mandshurica","Maxim.","","","Juglans mandshurica Maxim.",,"","19840604","","","false","","10;20","999",,"","","4","2024-06-21 12:43:06"
"435747","6c2ecd21-df1e-47d8-a373-6fab0198a153","USA151","NA 69046",,"Juglans","ailantifolia","Carriere","","","Juglans ailantifolia Carriere","JPN","","19980701","","","false","",,"999",,"","","4","2024-06-21 15:57:08"
"468849","069a4342-f640-4b95-943b-3560d26946c5","USA151","NA 71266",,"Juglans","mandshurica","Maxim.","","","Juglans mandshurica Maxim.","RUS","","20010901","","","false","","10","100",,"","","4","2024-06-21 13:54:49"
"469609","11d49f37-f3b1-4658-ac5a-b6220bcc96e9","USA151","NA 49260",,"Juglans","mandshurica","Maxim.","","","Juglans mandshurica Maxim.","CHN","","19801115","","","false","",,"999",,"","","4","2024-06-21 15:44:27"
"480827","c776a7bd-4d45-4862-9a2e-9b3877d62881","USA020","PI 479454",,"Juglans","ailantifolia","Carriere","","","Juglans ailantifolia Carriere","JPN","","19821001","","","false","","20","999",,"","","4","2024-06-21 13:24:41"
"2935624","4065a105-bf98-4367-995a-ca586cdbd056","AUT006","IOGWIEN-JUG-040",,"Juglans","regia","L.","","","Juglans regia L.","AUT","",,"false","","false","","20","",,"","","1285","2023-11-18 10:07:15"
"2935625","9c3b3aa9-393c-48e5-b19f-ec249c2ca192","AUT006","IOGWIEN-JUG-041",,"Juglans","regia","L.","","","Juglans regia L.","AUT","",,"false","","false","","20","",,"","","1285","2023-11-18 10:07:15"
"2935626","d0086caf-dd3e-4ab9-a463-7edc64ae4143","AUT006","IOGWIEN-JUG-037",,"Juglans","regia","L.","","","Juglans regia L.","HUN","",,"false","","false","","20","",,"","","1285","2023-11-18 10:07:15"
"2935627","7db238d8-d1f8-4665-a42b-9f3b3792e721","AUT006","IOGWIEN-JUG-038",,"Juglans","regia","L.","","","Juglans regia L.","HUN","",,"false","","false","","20","",,"","","1285","2023-11-18 10:07:15"
"2935628","fc906bf1-8dd6-441d-ac8e-ec39135a43de","AUT006","IOGWIEN-JUG-039",,"Juglans","regia","L.","","","Juglans regia L.","HUN","",,"false","","false","","20","",,"","","1285","2023-11-18 10:07:15"
"2935629","47b8e81b-d8d4-45b8-afa8-b2918d2d2873","AUT006","IOGWIEN-JUG-036",,"Juglans","regia","L.","","","Juglans regia L.","AUT","",,"false","","false","","20","",,"","","1285","2023-11-18 10:07:15"
"2935630","75eac446-c567-4d63-9c0b-26a1b8e39991","AUT006","IOGWIEN-JUG-035",,"Juglans","regia","L.","","","Juglans regia L.","AUT","",,"false","","false","","20","",,"","","1285","2023-11-18 10:07:15"
"2935631","7b1f396b-defc-4205-b975-0c4f6f1666a1","AUT006","IOGWIEN-JUG-034",,"Juglans","regia","L.","","","Juglans regia L.","AUT","",,"false","","false","","20","",,"","","1285","2023-11-18 10:07:15"
"2935632","e58a0a5f-a831-4003-ba51-dea1733d79f6","AUT006","IOGWIEN-JUG-031",,"Juglans","regia","L.","","","Juglans regia L.","AUT","",,"false","","false","","20","",,"","","1285","2023-11-18 10:07:15"
"2935633","0a35acdf-eab4-4682-a9c4-e17720eb7429","AUT006","IOGWIEN-JUG-032",,"Juglans","regia","L.","","","Juglans regia L.","FRA","",,"false","","false","","20","",,"","","1285","2023-11-18 10:07:15"
"2935634","5908bcc9-db9a-45c1-bbe9-6cacd6951cf0","AUT006","IOGWIEN-JUG-030",,"Juglans","regia","L.","","","Juglans regia L.","AUT","",,"false","","false","","20","",,"","","1285","2023-11-18 10:07:15"
"2935635","568794fa-1107-409a-9f2a-61804f1fe01a","AUT006","IOGWIEN-JUG-029",,"Juglans","regia","L.","","","Juglans regia L.","HUN","",,"false","","false","","20","",,"","","1285","2023-11-18 10:07:15"
"2935636","7e2241c7-4671-428a-8bae-17e4276890b0","AUT006","IOGWIEN-JUG-027",,"Juglans","regia","L.","","","Juglans regia L.","AUT","",,"false","","false","","20","",,"","","1285","2023-11-18 10:07:15"
"2935637","0f65b7fb-fb3d-44b7-bad9-24ecacb5087b","AUT006","IOGWIEN-JUG-028",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"false","","false","","20","",,"","","1285","2023-11-18 10:07:15"
"2935638","f99dcd48-3773-47f7-a171-7b43da468bad","AUT006","IOGWIEN-JUG-025",,"Juglans","regia","L.","","","Juglans regia L.","AUT","",,"false","","false","","20","",,"","","1285","2023-11-18 10:07:15"
"2935639","9b433319-07dd-4561-ac72-298528c59bda","AUT006","IOGWIEN-JUG-026",,"Juglans","regia","L.","","","Juglans regia L.","AUT","",,"false","","false","","20","",,"","","1285","2023-11-18 10:07:15"
"2935640","498a1900-0531-4291-85cf-4be92c40e41a","AUT006","IOGWIEN-JUG-024",,"Juglans","regia","L.","","","Juglans regia L.","AUT","",,"false","","false","","20","",,"","","1285","2023-11-18 10:07:15"
"2935641","18788e9c-d3d1-465d-934e-de2d552ea660","AUT006","IOGWIEN-JUG-022",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"false","","false","","20","",,"","","1285","2023-11-18 10:07:15"
"2935642","2a20d43c-7f15-4972-91d3-ab8bb6f20cca","AUT006","IOGWIEN-JUG-023",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"false","","false","","20","",,"","","1285","2023-11-18 10:07:15"
"2935643","61da80a8-2a75-4934-9b18-923d16d46493","AUT006","IOGWIEN-JUG-021",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"false","","false","","20","",,"","","1285","2023-11-18 10:07:15"
"2935644","21776750-1a3f-4414-8ec1-19253b1b171d","AUT006","IOGWIEN-JUG-020",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"false","","false","","20","",,"","","1285","2023-11-18 10:07:15"
"2935645","c0eefaf8-c84b-42ca-8c4e-259544cac10f","AUT006","IOGWIEN-JUG-019",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"false","","false","","20","",,"","","1285","2023-11-18 10:07:15"
"2935646","47ab4aba-f302-48f7-86e2-88c363a086ac","AUT006","IOGWIEN-JUG-018",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"false","","false","","20","",,"","","1285","2023-11-18 10:07:15"
"2935647","1dcd606d-4003-4a81-b520-214b38fe171f","AUT006","IOGWIEN-JUG-016",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"false","","false","","20","",,"","","1285","2023-11-18 10:07:15"
"2935648","3ad75f78-7283-4946-b460-9bc32d8ab9c0","AUT006","IOGWIEN-JUG-017",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"false","","false","","20","",,"","","1285","2023-11-18 10:07:15"
"2935649","83a08626-a972-426f-a18d-3fcea7888236","AUT006","IOGWIEN-JUG-015",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"false","","false","","20","",,"","","1285","2023-11-18 10:07:15"
"2935650","9b097f0d-cb8f-4321-aba3-164ed5516604","AUT006","IOGWIEN-JUG-014",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"false","","false","","20","",,"","","1285","2023-11-18 10:07:15"
"2935651","ae6a9142-ce6d-4912-884b-e94b6e455ba9","AUT006","IOGWIEN-JUG-013",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"false","","false","","20","",,"","","1285","2023-11-18 10:07:15"
"2935652","ebbd3818-a009-41d5-b1fd-1b9c41e5edf2","AUT006","IOGWIEN-JUG-011",,"Juglans","regia","L.","","","Juglans regia L.","FRA","",,"false","","false","","20","",,"","","1285","2023-11-18 10:07:15"
"2935653","460fa3db-e047-47d3-90e6-1701a6434977","AUT006","IOGWIEN-JUG-012",,"Juglans","regia","L.","","","Juglans regia L.","FRA","",,"false","","false","","20","",,"","","1285","2023-11-18 10:07:15"
"2935654","00153586-f263-4a3c-a307-a6bfb842d98b","AUT006","IOGWIEN-JUG-010",,"Juglans","regia","L.","","","Juglans regia L.","HUN","",,"false","","false","","20","",,"","","1285","2023-11-18 10:07:15"
"2935655","59127100-0834-4dae-bed9-a9864cf1571c","AUT006","IOGWIEN-JUG-009",,"Juglans","regia","L.","","","Juglans regia L.","AUT","",,"false","","false","","20","",,"","","1285","2023-11-18 10:07:15"
"2935656","d99ef34e-def8-40e1-ad43-aaceafacef1a","AUT006","IOGWIEN-JUG-008",,"Juglans","regia","L.","","","Juglans regia L.","AUT","",,"false","","false","","20","",,"","","1285","2023-11-18 10:07:15"
"2935657","d6fc9164-0a5d-4b43-bd4a-43ce893b2688","AUT006","IOGWIEN-JUG-007",,"Juglans","regia","L.","","","Juglans regia L.","AUT","",,"false","","false","","20","",,"","","1285","2023-11-18 10:07:15"
"2935658","5a050f23-14fb-412f-ac34-5f891f770b4a","AUT006","IOGWIEN-JUG-006",,"Juglans","regia","L.","","","Juglans regia L.","HUN","",,"false","","false","","20","",,"","","1285","2023-11-18 10:07:15"
"2935659","14996bda-b41b-4848-aa06-6575fa85f126","AUT006","IOGWIEN-JUG-004",,"Juglans","regia","L.","","","Juglans regia L.","USA","",,"false","","false","","20","",,"","","1285","2023-11-18 10:07:15"
"2935660","a55673fa-e740-4677-8eca-30ee2b830555","AUT006","IOGWIEN-JUG-005",,"Juglans","regia","L.","","","Juglans regia L.","USA","",,"false","","false","","20","",,"","","1285","2023-11-18 10:07:15"
"2935661","a791b5fa-ec79-4b55-85c0-69879a0a9e86","AUT006","IOGWIEN-JUG-003",,"Juglans","regia","L.","","","Juglans regia L.","USA","",,"false","","false","","20","",,"","","1285","2023-11-18 10:07:15"
"2935662","e51db2a7-91b9-4771-a28b-57058c24dd6e","AUT006","IOGWIEN-JUG-002",,"Juglans","regia","L.","","","Juglans regia L.","USA","",,"false","","false","","20","",,"","","1285","2023-11-18 10:07:15"
"2935663","f5d22ce9-6ec3-455f-bbbb-aa70620cec09","AUT006","IOGWIEN-JUG-001",,"Juglans","regia","L.","","","Juglans regia L.","USA","",,"false","","false","","20","",,"","","1285","2023-11-18 10:07:15"
"2967876","759b7202-41dc-4cda-bbe8-3e2a24972498","BGR001","1984-JUG-RE-8",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","12","",,"","","1285","2023-11-18 08:57:38"
"2967877","a9db7c0a-b4ec-424e-b240-c843ea4bb4e2","BGR001","1984-JUG-RE-6",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","12","",,"","","1285","2023-11-18 08:57:39"
"2967878","cc16ce07-3d7d-4d96-be69-27b93f39a0c0","BGR001","1984-JUG-RE-7",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","12","",,"","","1285","2023-11-18 08:57:39"
"2967879","0cc03199-cfca-49a9-b3c3-e0035066189f","BGR001","1984-JUG-RE-4",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","12","",,"","","1285","2023-11-18 08:57:39"
"2967880","ff5b915f-04df-4501-b115-64736de68019","BGR001","1984-JUG-RE-5",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","12","",,"","","1285","2023-11-18 08:57:39"
"2967881","f22fd263-7414-4578-9b35-373759190f03","BGR001","1984-JUG-RE-3",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","12","",,"","","1285","2023-11-18 08:57:39"
"2967882","0b482dd4-5688-47dd-9651-6ddb4d702f83","BGR001","1984-JUG-RE-1",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","12","",,"","","1285","2023-11-18 08:57:39"
"2967883","64bdf46d-b03d-4614-8bcf-21ef708abc86","BGR001","1984-JUG-RE-2",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","12","",,"","","1285","2023-11-18 08:57:39"
"2967884","5e6a7960-4bbf-4d90-939e-d331d5de2d8d","BGR001","1984-JUG-MI-1",,"Juglans","microcarpa","(J. rupestris)","","","Juglans microcarpa (J. rupestris)",,"",,"","","false","","12","",,"","","1285","2023-11-18 08:33:55"
"2967885","7abd54aa-1fb1-45a0-a6a7-d5fa8f8dce2a","BGR001","1984-JUG-HI-1",,"Juglans","hindsii","","","","Juglans hindsii",,"",,"","","false","","12","",,"","","1285","2024-10-28 15:10:42"
"2967887","4cc36b64-80ab-4cbf-9921-edfa2ff832da","BGR001","1984-JUG-MA-1",,"Juglans","major","","","","Juglans major",,"",,"","","false","","12","",,"","","1285","2023-11-18 08:57:39"
"2970167","aef237aa-0c65-4e00-a70f-5a96575479d3","BGR001","1983-JUG-RE-4",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","12","",,"","","1285","2023-11-18 08:57:40"
"2970168","7bf31bcb-d36c-4768-b607-e6cec6fa3ba0","BGR001","1983-JUG-RE-3",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","12","",,"","","1285","2023-11-18 08:57:40"
"2970169","bf938ebb-51a0-44a2-802d-8f114306043b","BGR001","1983-JUG-RE-1",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","12","",,"","","1285","2023-11-18 08:57:40"
"2970170","07f23aa3-64fd-4f12-85af-153a7b093b41","BGR001","1983-JUG-RE-2",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","12","",,"","","1285","2023-11-18 08:57:40"
"2972368","ab3cfa7e-78b2-4187-bbd6-cc4039238ee7","BGR001","1982-JUG-RE-8",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","12","",,"","","1285","2023-11-18 08:57:24"
"2972369","91c9672d-754f-43db-8f70-5e3f9edb8ee4","BGR001","1982-JUG-RE-6",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","12","",,"","","1285","2023-11-18 08:57:24"
"2972370","bcaf89cf-e9e1-42fc-9279-dd6e237a5d74","BGR001","1982-JUG-RE-7",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","12","",,"","","1285","2023-11-18 08:57:24"
"2972371","f3137e14-bd5e-4c47-9eff-2d471ff6bd8e","BGR001","1982-JUG-RE-4",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","12","",,"","","1285","2023-11-18 08:57:24"
"2972372","669ec483-47a2-406f-96d6-2e926a81d189","BGR001","1982-JUG-RE-5",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","12","",,"","","1285","2023-11-18 08:57:24"
"2972373","4e9786cf-2b99-4c24-b380-b389fb736157","BGR001","1982-JUG-RE-2",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","12","",,"","","1285","2023-11-18 08:57:24"
"2972374","6c5f61c2-4ca3-4fe2-84d8-7d804f825e53","BGR001","1982-JUG-RE-3",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","12","",,"","","1285","2023-11-18 08:57:24"
"2972375","799e8bb9-1bd1-44d8-aa9e-2c8717c54b66","BGR001","1982-JUG-RE-1",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","12","",,"","","1285","2023-11-18 08:57:24"
"2977489","95a6342e-61a6-4ecf-92e1-f211627476d7","BGR001","1985-JUG-RE-13",,"Juglans","regia","L.","","","Juglans regia L.","BGR","",,"","","false","","12","",,"","","1285","2024-10-28 15:00:32"
"2977490","d8881310-4b27-48e3-a34e-3a0500a3b069","BGR001","1985-JUG-RE-12",,"Juglans","regia","L.","","","Juglans regia L.","BGR","",,"","","false","","12","",,"","","1285","2024-10-28 15:00:32"
"2977491","d3bf671e-23f7-49fa-a69b-164ebd57e2f9","BGR001","1985-JUG-RE-11",,"Juglans","regia","L.","","","Juglans regia L.","BGR","",,"","","false","","12","",,"","","1285","2023-11-18 08:57:56"
"2977492","44448814-3799-4d17-9365-4ff4eb79f58f","BGR001","1985-JUG-RE-10",,"Juglans","regia","L.","","","Juglans regia L.","BGR","",,"","","false","","12","",,"","","1285","2023-11-18 08:57:59"
"2977493","f184edd1-ff21-47da-9d0a-3f0e555eed8c","BGR001","1985-JUG-RE-9",,"Juglans","regia","L.","","","Juglans regia L.","BGR","",,"","","false","","12","",,"","","1285","2023-11-18 08:57:56"
"2977494","6c3ecfdd-f461-4d52-9192-a425521c4fb6","BGR001","1985-JUG-RE-8",,"Juglans","regia","L.","","","Juglans regia L.","BGR","",,"","","false","","12","",,"","","1285","2023-11-18 08:57:56"
"2977495","c60a06a3-b31a-4f30-a7eb-33b75616c022","BGR001","1985-JUG-RE-7",,"Juglans","regia","L.","","","Juglans regia L.","BGR","",,"","","false","","12","",,"","","1285","2023-11-18 08:57:56"
"2977496","ee48d8c1-6ca9-46a8-804f-95bf2fda91e1","BGR001","1985-JUG-RE-6",,"Juglans","regia","L.","","","Juglans regia L.","BGR","",,"","","false","","12","",,"","","1285","2023-11-18 08:57:56"
"2977497","55c94649-5c6f-4164-97fd-993e8af69df5","BGR001","1985-JUG-RE-4",,"Juglans","regia","L.","","","Juglans regia L.","BGR","",,"","","false","","12","",,"","","1285","2024-10-28 15:00:32"
"2977498","cd63ddaf-d5ca-4978-9767-776504bcde6c","BGR001","1985-JUG-RE-5",,"Juglans","regia","L.","","","Juglans regia L.","BGR","",,"","","false","","12","",,"","","1285","2024-10-28 15:00:32"
"2977499","882b1b69-1b3a-4af3-9017-a6740ebb0b78","BGR001","1985-JUG-RE-3",,"Juglans","regia","L.","","","Juglans regia L.","BGR","",,"","","false","","12","",,"","","1285","2023-11-18 08:57:56"
"2977500","8b11b616-4ab4-4fc5-926f-eb1e00828a51","BGR001","1985-JUG-RE-2",,"Juglans","regia","L.","","","Juglans regia L.","BGR","",,"","","false","","12","",,"","","1285","2023-11-18 08:57:56"
"2977501","8804c1ca-118e-4c7f-9fe7-b1feb39de225","BGR001","1985-JUG-RE-1",,"Juglans","regia","L.","","","Juglans regia L.","BGR","",,"","","false","","12","",,"","","1285","2024-10-28 15:00:31"
"3022701","3bab7df2-9cec-498a-a707-384fc890d2b5","CHE065","999-08",,"Juglans","regia","L.","","","Juglans regia L.","CHE","",,"false","","false","",,"300",,"","","1285","2024-10-28 14:38:12"
"3022702","e5f0bcd4-4ec8-449f-8a0f-931b781b236f","CHE065","999-07",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"false","","false","",,"300",,"","","1285","2023-11-18 09:57:17"
"3022703","b3e3b1ee-9911-4d3a-b9fd-b101414723ad","CHE065","999-06",,"Juglans","regia","L.","","","Juglans regia L.","CHE","",,"true","","false","","20","300",,"","","1285","2023-11-18 09:57:17"
"3022704","00387a96-6338-47e4-9e96-0f13dd69750a","CHE065","999-05",,"Juglans","regia","L.","","","Juglans regia L.","CHE","",,"true","","false","","20","400",,"","","1285","2024-10-28 14:38:12"
"3022705","4067df6a-d80b-4c89-9830-b6d2ea166e8b","CHE065","999-04",,"Juglans","regia","L.","","","Juglans regia L.","CHE","",,"true","","false","","20","300",,"","","1285","2023-11-18 09:57:17"
"3022706","8a968b38-0311-4039-9ca7-75fbf8f44b84","CHE065","999-02",,"Juglans","regia","L.","","","Juglans regia L.","CHE","",,"true","","false","","20","300",,"","","1285","2024-10-28 14:38:12"
"3022707","b71c288b-e455-4550-bde6-db92f9421fa2","CHE065","999-01",,"Juglans","regia","L.","","","Juglans regia L.","CHE","",,"true","","false","","20","300",,"","","1285","2024-10-28 14:38:12"
"3022708","96672539-caca-47da-bb92-66a1f6481625","CHE065","973-02",,"Juglans","regia","L.","","","Juglans regia L.","CHE","",,"false","","false","",,"120",,"","","1285","2023-11-18 09:57:17"
"3022709","8cac13e1-ad5e-4f59-94b9-dee94e233211","CHE065","896-01",,"Juglans","regia","L.","","","Juglans regia L.","CHE","",,"false","","false","",,"120",,"","","1285","2024-10-28 14:38:12"
"3022710","4c7be06a-022d-4a32-a8ce-0ac4c3cb40ef","CHE065","775-01",,"Juglans","regia","L.","","","Juglans regia L.","CHE","",,"false","","false","",,"120",,"","","1285","2023-11-18 09:57:17"
"3022711","0543b60a-93db-4d31-b256-7aeae53ae99c","CHE065","624-01",,"Juglans","regia","L.","","","Juglans regia L.","CHE","",,"false","","false","",,"120",,"","","1285","2024-10-28 14:38:12"
"3022712","67403c9a-e69c-4369-80d6-dae33ef3d024","CHE065","560-01",,"Juglans","regia","L.","","","Juglans regia L.","CHE","",,"false","","false","",,"120",,"","","1285","2024-10-28 14:38:12"
"3022713","2cb41971-635a-4c12-bc15-70210ec7bf8e","CHE065","505-01",,"Juglans","regia","L.","","","Juglans regia L.","CHE","",,"false","","false","",,"120",,"","","1285","2023-11-18 09:57:17"
"3022714","81ca2cfd-866e-4f9c-a7de-a4ee54c1e46e","CHE065","480-01",,"Juglans","regia","L.","","","Juglans regia L.","CHE","",,"false","","false","",,"412",,"","","1285","2023-11-18 09:57:17"
"3022715","cdb10dea-84c7-408a-8add-02d88efc5b8f","CHE065","402-01",,"Juglans","regia","L.","","","Juglans regia L.","CHE","",,"false","","false","","20","120",,"","","1285","2024-10-28 14:38:12"
"3022716","2e1e98f5-b9a9-466d-ae09-5519f3ccb471","CHE065","411-01",,"Juglans","regia","L.","","","Juglans regia L.","CHE","",,"false","","false","",,"120",,"","","1285","2023-11-18 09:57:17"
"3022717","1c573baa-89b8-4215-9ce5-2a7be2d32e18","CHE065","221-02",,"Juglans","regia","L.","","","Juglans regia L.","CHE","",,"false","","false","",,"120",,"","","1285","2024-10-28 14:38:12"
"3022718","8505d1db-68bd-4df3-a572-0eb9405db940","CHE065","182-01",,"Juglans","regia","L.","","","Juglans regia L.","CHE","",,"false","","false","",,"120",,"","","1285","2024-10-28 14:38:12"
"3022719","44d496ef-c1b7-44c5-84d3-79fc9a9fcc0c","CHE065","159-01",,"Juglans","regia","L.","","","Juglans regia L.","CHE","",,"true","","false","",,"300",,"","","1285","2023-11-18 09:57:17"
"3022720","81726696-fe1f-4379-a01c-30ab4512c0ef","CHE065","041-01",,"Juglans","regia","L.","","","Juglans regia L.","CHE","",,"false","","false","",,"120",,"","","1285","2024-10-28 14:38:12"
"3022721","7f3f7034-ab8e-4492-b0dc-7d1d99aafbc6","CHE065","036-01",,"Juglans","regia","L.","","","Juglans regia L.","CHE","",,"false","","false","",,"120",,"","","1285","2024-10-28 14:38:12"
"3022722","4b41e207-a447-4233-96f7-aaf91b1da215","CHE065","039-03",,"Juglans","regia","L.","","","Juglans regia L.","CHE","",,"true","","false","","20","120",,"","","1285","2023-11-18 09:57:17"
"3022723","243adf12-6a4f-41e6-aa76-b41faaa5ddc8","CHE065","014-05",,"Juglans","regia","L.","","","Juglans regia L.","CHE","",,"false","","false","",,"120",,"","","1285","2024-10-28 14:38:12"
"3022724","87c52b93-ce81-4ce6-80be-92f5748262ef","CHE065","020-01",,"Juglans","regia","L.","","","Juglans regia L.","CHE","",,"false","","false","",,"412",,"","","1285","2023-11-18 09:57:17"
"3026565","440e0233-0cd1-4293-a6ab-e233a1482cc5","CZE031","10F5100021",,"Juglans","regia","L.","","","Juglans regia L.","CZE","","1998----","true","","false","","20","300",,"","","1285","2023-11-18 09:29:27"
"3026566","55cde60b-ddf8-4bab-a5f8-33407e0253c2","CZE031","10F5100022",,"Juglans","regia","L.","","","Juglans regia L.",,"","1998----","true","","false","","20","300",,"","","1285","2023-11-18 09:29:27"
"3026567","2a0cb9aa-19af-47f5-ab45-4d11e5aa2749","CZE031","10F5100016",,"Juglans","regia","L.","","","Juglans regia L.","CSK","","1989----","true","","false","","20","300",,"","","1285","2023-11-18 09:29:27"
"3026568","2e360707-0520-406b-8d38-3b046e6e2f4d","CZE031","10F5100015",,"Juglans","regia","L.","","","Juglans regia L.","CSK","","1989----","true","","false","","20","300",,"","","1285","2023-11-18 09:29:27"
"3026569","fd3d19a4-7173-4d73-84af-54c2079fe093","CZE031","10F5100014",,"Juglans","regia","L.","","","Juglans regia L.","CSK","","1989----","true","","false","","20","300",,"","","1285","2023-11-18 09:29:27"
"3026570","d2e06b57-fa5d-4d9b-8494-d7f2ec36953f","CZE031","10F5100013",,"Juglans","regia","L.","","","Juglans regia L.","DDR","","1989----","true","","false","","20","300",,"","","1285","2023-11-18 09:29:41"
"3026571","8ce9a2f0-be30-458f-bb1c-541a9597a278","CZE031","10F5100011",,"Juglans","regia","L.","","","Juglans regia L.","DDR","","1989----","true","","false","","20","300",,"","","1285","2023-11-18 09:29:27"
"3026572","da301d5f-fd6d-4ae8-8d4f-d642600140c5","CZE031","10F5100012",,"Juglans","regia","L.","","","Juglans regia L.","CSK","","1989----","true","","false","","20","300",,"","","1285","2023-11-18 09:29:27"
"3026573","fcaad6ba-bdc9-4888-bb4a-3a22b12b208f","CZE031","10F5100008",,"Juglans","regia","L.","","","Juglans regia L.","CSK","","1989----","true","","false","","20","300",,"","","1285","2023-11-18 09:29:27"
"3026574","fb404e89-bf01-44cd-a4d2-84353b7cc487","CZE031","10F5100009",,"Juglans","regia","L.","","","Juglans regia L.","POL","","1989----","true","","false","","20","300",,"","","1285","2023-11-18 09:29:27"
"3026575","1ae98599-45e9-4bd4-af8f-59a9755b4341","CZE031","10F5100010",,"Juglans","regia","L.","","","Juglans regia L.","POL","","1989----","true","","false","","20","300",,"","","1285","2023-11-18 09:29:27"
"3026576","94ed777f-c043-4ae6-a754-a4155c24cf93","CZE031","10F5100006",,"Juglans","regia","L.","","","Juglans regia L.","CAN","","1989----","true","","false","","20","300",,"","","1285","2023-11-18 09:29:27"
"3026577","950208ad-fb72-4ff9-bf07-aa3e02b211b4","CZE031","10F5100007",,"Juglans","regia","L.","","","Juglans regia L.","CSK","","1989----","true","","false","","20","300",,"","","1285","2023-11-18 09:29:27"
"3026578","3bbe81f0-a45c-42af-8e5b-bac724f95eab","CZE031","10F5100004",,"Juglans","regia","L.","","","Juglans regia L.","CSK","","1989----","true","","false","","20","300",,"","","1285","2023-11-18 09:29:27"
"3026579","6bd209d6-6dfb-41a6-8766-e77e3ed3ecf1","CZE031","10F5100005",,"Juglans","regia","L.","","","Juglans regia L.","CSK","","1989----","true","","false","","20","300",,"","","1285","2023-11-18 09:29:27"
"3026580","4dd57e99-6605-4179-bb9e-fe1a67aeae20","CZE031","10F5100003",,"Juglans","regia","L.","","","Juglans regia L.","CSK","","1989----","true","","false","","20","300",,"","","1285","2023-11-18 09:29:41"
"3026582","3064d203-d22a-4001-8259-d53da8c93ba2","CZE031","10F5100001",,"Juglans","regia","L.","","","Juglans regia L.","CSK","","1989----","true","","false","","20","300",,"","","1285","2023-11-18 09:29:41"
"3026583","5fe75f72-867d-43d0-8d05-6ef4d9bf54b2","CZE031","10F5100002",,"Juglans","regia","L.","","","Juglans regia L.","CSK","","1989----","true","","false","","20","400",,"","","1285","2023-11-18 09:29:41"
"3416608","40d60f10-9369-48c0-a238-47b0d84b7338","UKR033","UN7500088",,"Juglans","regia","L.","","","Juglans regia L.","UKR","",,"","","false","","20","100",,"","","1285","2024-10-28 15:03:16"
"3416609","1ba53fd7-bc47-4fa6-acd5-4b161468b575","UKR033","UN7500082",,"Juglans","regia","L.","","","Juglans regia L.","UKR","",,"","","false","","20","100",,"","","1285","2024-10-28 15:03:16"
"3416610","d872fea9-bd58-4ed4-9a6b-d3e7d006e66a","UKR033","UN7500083",,"Juglans","regia","L.","","","Juglans regia L.","UKR","",,"","","false","","20","100",,"","","1285","2023-11-18 09:52:30"
"3416611","4e66a989-e2a5-440b-9c60-cfa0ef76586a","UKR033","UN7500078",,"Juglans","regia","L.","","","Juglans regia L.","UKR","",,"","","false","","20","100",,"","","1285","2023-11-18 09:52:30"
