"genesysId","collMissId","collNumb","collDate","collSrc","collSite","version"
"4025028",,"638-02",,"23","Ausserberg","35"
"4025029",,"629-02",,"61","Ried-Brig","35"
"4025030",,"382-01",,"23","Maracon","34"
"4025031",,"172-01",,"25","Le Vaud","34"
"4025032",,"084-01",,"23","Poliez-le-Grand","34"
"4025033",,"127-01",,"22","Monnaz","34"
"4025034",,"221-03",,"22","Mont-la-Ville","35"
"4025035",,"219-04",,"25","Juriens","33"
"4025036",,"209-01",,"61","Moiry VD","35"
"4025037",,"859-01",,"25","Vuarmarens","35"
"4025038",,"014-02",,"61","Penthaz","34"
"4025039",,"014-04",,"21","Penthaz","33"
"4025040",,"015-01",,"21","Corcelles-le-Jorat","35"
"4025041",,"073-01",,"21","Echallens","35"
"4025042",,"140-01",,"23","Pampigny","33"
"4025043",,"027-01",,"61","Vulliens","35"
"4025044",,"039-01",,"23","Le Mont-sur-Lausanne","35"
"4025045",,"002-03",,"61","Lausanne","34"
"4025046",,"123-03",,"22","Cottens VD","34"
"4025047",,"858-01",,"","Montet (Glâne)","34"
"4025048",,"014-06",,"61","Penthaz","32"
"4025049",,"002-01",,"61","Lausanne","35"
"4025050",,"029-01",,"22","Penthalaz","35"
"4025051",,"027-02",,"61","Vulliens","34"
"4025052",,"112-01",,"61","Ropraz","34"
"4025053",,"014-07",,"23","Penthaz","34"
"4025054",,"391-01",,"61","Les Monts-de-Corsier","35"
"4025055",,"145-01",,"23","Montricher","35"
"4025056",,"221-01",,"25","Mont-la-Ville","35"
"4025057",,"123-01",,"22","Cottens VD","33"
"4025058",,"815-01",,"21","Sâles (Gruyère)","34"
"4025059",,"014-03",,"61","Penthaz","32"
"4025060",,"391-02",,"21","Les Monts-de-Corsier","35"
"4025061",,"096-01",,"21","Villars-Tiercelin","33"
"4025062",,"806-01",,"21","Le Crêt-près-Semsales","35"
"4025063",,"123-04",,"22","Cottens VD","35"
"4025064",,"123-02",,"22","Cottens VD","33"
"4025065",,"062-01",,"22","Lonay","35"
"4025066",,"219-03",,"22","Juriens","34"
"4025067",,"219-02",,"22","Juriens","33"
"4025068",,"012-01",,"22","Crissier","32"
"4025069",,"082-02",,"23","Oulens-sous-Echallens","35"
"4025070",,"219-01",,"22","Juriens","35"
"4025071",,"853-01",,"","Ursy","33"
"4025072",,"082-01",,"22","Oulens-sous-Echallens","33"
"4025073",,"875-01",,"25","Vuisternens-devant-Romont","35"
"4025074",,"014-01",,"61","Penthaz","34"
"4025075",,"002-02",,"61","Lausanne","32"
"4025076",,"039-02",,"22","Le Mont-sur-Lausanne","33"
"4025077",,"802-01",,"21","Besencens","34"
"4025078",,"852-01",,"","Esmonts","34"
"4025079",,"380-01",,"12","Ecoteaux","34"
"4025080",,"563-01",,"23","Farvagny-le-Grand","35"
"4025081",,"941-01",,"61","Torny-le-Grand","35"
"4025082",,"764-02",,"22","Lully FR","34"
"4025083",,"043-01",,"61","Grandson","33"
"4025084",,"835-01",,"61","Pont-la-Ville","35"
"4025085",,"763-01",,"12","Cheyres","34"
"4025086",,"216-02",,"21","Romainmôtier","35"
"4025087",,"799-01",,"21","Montbrelloz","35"
"4025088",,"043-02",,"61","Grandson","33"
"4025089",,"286-03",,"61","Giez","35"
"4025090",,"890-02",,"22","Vuisternens-en-Ogoz","35"
"4025091",,"018-01",,"22","Essertines-sur-Yverd","35"
"4025092",,"955-01",,"22","Léchelles","35"
"4025093",,"904-01",,"23","Brünisried","35"
"4025094",,"887-01",,"22","Rueyres-St-Laurent","35"
"4025095",,"503-01",,"23","Estavayer-le-lac","35"
"4025096",,"934-01",,"","Autigny","32"
"4025097",,"520-03",,"22","Fresens","33"
"4025098",,"279-01",,"61","Champagne","33"
"4025099",,"925-01",,"23","Ecuvillens","35"
"4025100",,"291-01",,"21","Gressy","35"
"4025101",,"798-01",,"21","Forel FR","35"
"4025102",,"890-01",,"61","Vuisternens-en-Ogoz","35"
"4025103",,"963-01",,"21","La Corbaz","33"
"4025104",,"283-01",,"61","Bonvillars","33"
"4025105",,"789-01",,"61","Rueyres-les-Prés","35"
"4025106",,"960-01",,"61","Autafond","35"
"4025107",,"216-03",,"61","Romainmôtier","33"
"4025108",,"520-02",,"22","Fresens","35"
"4025109",,"334-02",,"22","Granges-près-Marnand","33"
"4025110",,"925-02",,"21","Ecuvillens","35"
"4025111",,"794-01",,"23","St-Aubin FR","35"
"4025112",,"520-01",,"22","Fresens","35"
"4025113",,"312-01",,"23","Yvonand","33"
"4025114",,"043-03",,"61","Grandson","35"
"4025115",,"775-02",,"25","Nuvilly","34"
"4025116",,"286-01",,"61","Giez","34"
"4025117",,"940-02",,"61","Corserey","35"
"4025118",,"903-01",,"22","Rechthalten","35"
"4025119",,"955-02",,"22","Léchelles","35"
"4025120",,"766-01",,"61","Font","34"
"4025121",,"940-01",,"22","Corserey","35"
"4025122",,"890-03",,"22","Vuisternens-en-Ogoz","34"
"4025123",,"217-01",,"25","Premier","34"
"4025124",,"216-01",,"61","Romainmôtier","33"
"4025125",,"936-01",,"23","Villarsel-le-Gibloux","35"
"4025126",,"334-01",,"22","Granges-près-Marnand","35"
"4025127",,"764-01",,"23","Lully FR","35"
"4025128",,"286-02",,"21","Giez","33"
"4025129",,"216-04",,"21","Romainmôtier","35"
"4025130",,,,"20",,"26"
"4025131",,"735-01",,"21","Bressaucourt","33"
"4025132",,,,"20",,"25"
"4025133",,"973-03",,"22","Salvenach","35"
"4025134",,"973-01",,"22","Salvenach","35"
"4025135",,,,"20",,"25"
"4025136",,"739-01",,"23","Grandfontaine","33"
"4025137",,"536-02",,"22","Savagnier","33"
"4025138",,"795-01",,"61","Delley","34"
"4025139",,"705-01",,"22","Montsevelier","33"
"4025140",,"536-01",,"21","Savagnier","35"
"4025141",,,,"20",,"26"
"4025142",,"716-01",,"61","Glovelier","33"
"4025143",,"751-01",,"22","Damphreux","33"
"4025144",,,,"20",,"26"
"4025145",,"521-01",,"61","Montalchez","34"
"4025146",,,,"20",,"26"
"4025147",,"693-01",,"22","Delémont","35"
"4025148",,"516-02",,"21","Boudry","35"
"4025149",,"359-01",,"22","Guschelmuth","35"
"4025150",,,,"20",,"35"
"4025151",,"750-01",,"22","Coeuve","35"
"4025152",,"696-01",,"61","Soyhières","35"
"4025153",,,,"20",,"26"
"4025154",,,,"20",,"33"
"4025155",,,,"20",,"26"
"4025156",,,,"20",,"35"
"4025157",,,,"20",,"26"
"4025158",,"505-02",,"61","Vendlincourt","34"
"4025159",,"536-03",,"25","Savagnier","35"
"4025160",,"504-01",,"21","Le Locle","35"
"4025161",,"560-02",,"23","La Chaux-de-fonds","35"
"4025162",,"752-01",,"22","Lugnez","35"
"4025163",,,,"20",,"35"
"4025164",,,,"20",,"26"
"4025165",,,,"20",,"25"
"4025166",,,,"20",,"26"
"4025167",,,,"20",,"35"
"4025168",,"704-01",,"23","Mervelier","34"
"4025169",,"516-01",,"23","Boudry","35"
"4025170",,"683-01",,"22","Les Bois","34"
"4025171",,,,"20",,"25"
"4025172",,"703-01",,"21","Corban","33"
"4025173",,,,"20",,"26"
"4025174",,,,"20",,"25"
"4025175",,,,"20",,"25"
"4025176",,,,"20",,"35"
"4025177",,"532-01",,"22","Villiers","35"
"4025178",,,,"20",,"35"
"4025179",,"748-01",,"61","Buix","35"
"4025180",,,,"20",,"26"
"4025181",,,,"20",,"26"
"4025182",,,,"20",,"25"
"4025183",,,,"20",,"26"
"4025184",,,,"20",,"26"
"4025185",,,,"20",,"25"
"4025186",,,,"20",,"26"
"4025187",,,,"20",,"26"
"4025188",,,,"20",,"26"
"4025189",,,,"20",,"26"
"4025190",,,,"20",,"26"
"4025191",,,,"20",,"25"
"4025192",,,,"20",,"26"
"4025193",,,,"20",,"26"
"4025194",,,,"20",,"26"
"4025195",,,,"20",,"25"
"4025196",,,,"20",,"26"
"4025197",,,,"20",,"26"
"4025198",,,,"20",,"26"
"4025199",,,,"20",,"26"
"4025200",,,,"20",,"26"
"4025201",,,,"20",,"26"
"4025202",,,,"20",,"26"
"4025203",,,,"20",,"26"
"4025204",,,,"20",,"26"
"4025205",,,,"20",,"26"
"4025206",,,,"20",,"26"
"4025207",,,,"20",,"26"
"4025208",,,,"20",,"26"
"4025209",,,,"20",,"25"
"4025210",,,,"20",,"26"
"4025211",,,,"20",,"26"
"4025212",,,,"20",,"26"
"4025213",,,,"20",,"25"
"4025214",,,,"20",,"26"
"4025215",,,,"20",,"26"
"4025216",,,,"20",,"26"
"4025217",,,,"20",,"26"
"4025218",,,,"20",,"25"
"4025219",,,,"20",,"26"
"4025220",,,,"20",,"26"
"4025221",,,,"20",,"26"
"4025222",,,,"20",,"25"
"4025223",,,,"20",,"26"
"4025224",,,,"20",,"25"
"4025225",,,,"20",,"25"
"4025226",,,,"20",,"26"
"4025227",,,,"20",,"26"
"4025228",,,,"20",,"25"
"4025229",,,,"20",,"26"
"4025230",,,,"20",,"26"
"4025231",,,,"20",,"26"
"4025232",,,,"20",,"26"
"4025237",,"95373",,"",,"25"
"4025239",,"497-01",,"",,"32"
"4025241",,,,"20",,"34"
"4025242",,"039-02",,"",,"1"
"4025244",,"039-03",,"",,"34"
"4025245",,"866",,"",,"25"
"4025246",,"877",,"",,"25"
"4025249",,"934",,"",,"25"
"4025254",,,,"",,"23"
"4025257",,"921",,"",,"25"
"4025262",,"81952",,"",,"25"
"4025265",,"591-02",,"",,"34"
"4025267",,,,"20",,"35"
"4025270",,"123-04",,"",,"34"
"4025273",,"835-01",,"",,"34"
"4025275",,"744",,"",,"25"
"4025290",,,,"20",,"33"
"4025302",,,,"20",,"35"
"4025308",,,,"20",,"33"
"4025313",,,,"20",,"34"
"4026800",,"2",,"","Fruemsen, Gmd. Sennwald SG","1"
"4026801",,"704",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026802",,"857",,"","Fruemsen, Gmd. Sennwald SG","24"
"4026803",,"701",,"","Fruemsen, Gmd. Sennwald SG","32"
"4026804",,"135007",,"","Fruemsen, Gmd. Sennwald SG","32"
"4026805",,"878",,"","Fruemsen, Gmd. Sennwald SG","32"
"4026806",,"33962",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026807",,"53677",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026808",,"716",,"","Fruemsen, Gmd. Sennwald SG","32"
"4026809",,"34287",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026810",,"739",,"","Fruemsen, Gmd. Sennwald SG","32"
"4026811",,"1",,"","Fruemsen, Gmd. Sennwald SG","1"
"4026812",,"95373",,"","Fruemsen, Gmd. Sennwald SG","24"
"4026813",,"171225",,"","Fruemsen, Gmd. Sennwald SG","32"
"4026814",,"734",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026815",,"818",,"","Fruemsen, Gmd. Sennwald SG","31"
"4026816",,"171517",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026817",,"45343",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026818",,"835",,"","Fruemsen, Gmd. Sennwald SG","24"
"4026819",,"744",,"","Fruemsen, Gmd. Sennwald SG","32"
"4026820",,"732",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026821",,"920",,"","Fruemsen, Gmd. Sennwald SG","31"
"4026822",,"936",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026823",,"808",,"","Fruemsen, Gmd. Sennwald SG","32"
"4026824",,"861",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026825",,"128180",,"","Fruemsen, Gmd. Sennwald SG","24"
"4026826",,"866",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026827",,"708",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026828",,"921",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026829",,"856",,"","Fruemsen, Gmd. Sennwald SG","32"
"4026830",,"814",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026831",,"738",,"","Fruemsen, Gmd. Sennwald SG","32"
"4026832",,"171550",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026833",,"830",,"","Fruemsen, Gmd. Sennwald SG","31"
"4026834",,"707",,"","Fruemsen, Gmd. Sennwald SG","32"
"4026835",,"171517",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026836",,"837",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026837",,"859",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026838",,"55858",,"","Fruemsen, Gmd. Sennwald SG","31"
"4026839",,"845",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026840",,"780",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026841",,"91938",,"","Fruemsen, Gmd. Sennwald SG","32"
"4026842",,"737",,"","Fruemsen, Gmd. Sennwald SG","32"
"4026843",,"735",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026844",,"731",,"","Fruemsen, Gmd. Sennwald SG","31"
"4026845",,"115359",,"","Fruemsen, Gmd. Sennwald SG","24"
"4026846",,"84022",,"","Fruemsen, Gmd. Sennwald SG","24"
"4026847",,"807",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026848",,"868",,"","Fruemsen, Gmd. Sennwald SG","31"
"4026849",,"842",,"","Fruemsen, Gmd. Sennwald SG","24"
"4026850",,"816",,"","Fruemsen, Gmd. Sennwald SG","24"
"4026851",,"738",,"","Fruemsen, Gmd. Sennwald SG","24"
"4026852",,"53677",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026853",,"835",,"","Fruemsen, Gmd. Sennwald SG","32"
"4026854",,"716",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026855",,"934",,"","Fruemsen, Gmd. Sennwald SG","32"
"4026856",,"814",,"","Fruemsen, Gmd. Sennwald SG","24"
"4026857",,"45343",,"","Fruemsen, Gmd. Sennwald SG","32"
"4026858",,"936",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026859",,"849",,"","Fruemsen, Gmd. Sennwald SG","32"
"4026860",,"916",,"","Fruemsen, Gmd. Sennwald SG","32"
"4026861",,"816",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026862",,"81952",,"","Fruemsen, Gmd. Sennwald SG","31"
"4026863",,"703",,"","Fruemsen, Gmd. Sennwald SG","32"
"4026864",,"171550",,"","Fruemsen, Gmd. Sennwald SG","31"
"4026865",,"796",,"","Fruemsen, Gmd. Sennwald SG","31"
"4026866",,"146407",,"","Fruemsen, Gmd. Sennwald SG","32"
"4026867",,"780",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026868",,"704",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026869",,"38847",,"","Fruemsen, Gmd. Sennwald SG","32"
"4026870",,"861",,"","Fruemsen, Gmd. Sennwald SG","32"
"4026871",,"1",,"","Fruemsen, Gmd. Sennwald SG","1"
"4026872",,"1",,"","Fruemsen, Gmd. Sennwald SG","1"
"4026873",,"734",,"","Fruemsen, Gmd. Sennwald SG","32"
"4026874",,"724",,"","Fruemsen, Gmd. Sennwald SG","31"
"4026875",,"128179",,"","Fruemsen, Gmd. Sennwald SG","31"
"4026876",,"708",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026877",,"859",,"","Fruemsen, Gmd. Sennwald SG","32"
"4026878",,"808",,"","Fruemsen, Gmd. Sennwald SG","24"
"4026879",,"723",,"","Fruemsen, Gmd. Sennwald SG","32"
"4026880",,"868",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026881",,"701",,"","Fruemsen, Gmd. Sennwald SG","24"
"4026882",,"33962",,"","Fruemsen, Gmd. Sennwald SG","24"
"4026883",,"866",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026884",,"840",,"","Fruemsen, Gmd. Sennwald SG","32"
"4026885",,"34288",,"","Fruemsen, Gmd. Sennwald SG","32"
"4026886",,"733",,"","Fruemsen, Gmd. Sennwald SG","32"
"4026887",,"848",,"","Fruemsen, Gmd. Sennwald SG","32"
"4026888",,"877",,"","Fruemsen, Gmd. Sennwald SG","32"
"4026889",,"737",,"","Fruemsen, Gmd. Sennwald SG","24"
"4026890",,"807",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026891",,"860",,"","Fruemsen, Gmd. Sennwald SG","32"
"4026892",,"725",,"","Fruemsen, Gmd. Sennwald SG","32"
"4026893",,"736",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026894",,"837",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026895",,"846",,"","Fruemsen, Gmd. Sennwald SG","32"
"4026896",,"857",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026897",,"163699",,"","Fruemsen, Gmd. Sennwald SG","32"
"4026898",,"815",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026899",,"843",,"","Fruemsen, Gmd. Sennwald SG","31"
"4026900",,"840",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026901",,"744",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026902",,"822",,"","Fruemsen, Gmd. Sennwald SG","24"
"4026903",,"823",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026904",,"878",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026905",,"849",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026906",,"856",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026907",,"724",,"","Fruemsen, Gmd. Sennwald SG","24"
"4026908",,"916",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026909",,"739",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026910",,"135007",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026911",,"824",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026912",,"818",,"","Fruemsen, Gmd. Sennwald SG","24"
"4026913",,"163699",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026914",,"115359",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026915",,"723",,"","Fruemsen, Gmd. Sennwald SG","24"
"4026916",,"877",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026917",,"796",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026918",,"95373",,"","Fruemsen, Gmd. Sennwald SG","24"
"4026919",,"860",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026920",,"55858",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026921",,"725",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026922",,"823",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026923",,"934",,"","Fruemsen, Gmd. Sennwald SG","24"
"4026924",,"171225",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026925",,"84022",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026926",,"822",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026927",,"824",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026928",,"817",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026929",,"707",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026930",,"830",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026931",,"38847",,"","Fruemsen, Gmd. Sennwald SG","24"
"4026932",,"921",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026933",,"703",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026934",,"817",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026935",,"731",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026936",,"920",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026937",,"848",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026938",,"802",,"","Fruemsen, Gmd. Sennwald SG","25"
"4026939",,"146407",,"","Fruemsen, Gmd. Sennwald SG","25"
"4092420",,,,"50",,"1"
"4092429",,,,"50",,"1"
"4092441",,,,"50",,"1"
"4092450",,,,"50",,"1"
"4092462",,,,"50",,"1"
"4301247",,"00315",,"","Zakarpatska obl.","20"
"4301268",,"00301",,"",,"22"
"4301643",,"00073",,"40","Chernivetska obl.","22"
"4303734",,"04494",,"40","Republic of Crimea","21"
"4334059",,,,"","Collected in Ganoor, Hazara, about 3km southwest of Kwai.  Bought from a farmer's shop beside road.","1"
"4334060",,,,"","Collected at an orchard 5-10 km from Turfan.","1"
"4334061",,,,"","Collected at an orchard 5-10 km from Turfan.","1"
"4334062",,,,"","Central Poland, near Warsaw, in the Radzikow State Forest.","1"
"4335613",,,,"","village of Berezotocha, near Lubny","1"
"4335614",,,,"","village of Litvynivka, Valky District","1"
"4335756",,,,"","Collected along Hwy 89A east of Prescott Valley to pass.  Many trees along creek.","1"
"4337964",,,,"","Collected at walnut variety collection growing on reclaimed desert in Wensu Collective.","1"
"4337981",,,,"","San Joaquin County.  Just outside entrance to Coswell State Park, on east side of the road, next to an almond orchard.","1"
"4337990",,,,"","Collected at walnut variety collection growing on reclaimed desert in Wensu Collective.","1"
"4338826",,,,"","Collected at nursery in Qiong Long Shan Experiment Station in Men Tou Gou District.","1"
"4338829",,,,"","Collected in Patzcuaro in the southern part of the city from the garden of Senor Salvador Ponce.  Nuts were collected from tree #1.  Trees were near Calle Pedro Antone O'Diberra.  These trees were seedlings.","1"
"4338856",,,,"","Collected in Ganoor, Hazara, about 3km southwest of Kwai.  Bought from a farmer's shop beside road.","1"
"4338869",,,,"","Collected in Chikar, Muzaffarabad.  Bought in ship of Khawaja Jauid.","1"
"4338873",,,,"","Collected in Kalas, Chitral, about 25km northeast of Drosh, grown on a small farm in Kalas - nuts brought to collectors by local box.","1"
"4341050",,,,"","town of Lubny","1"
"4341070",,,,"","Along road at top of pass, one mile east of Iron Springs.  6000 ft. elevation, scattered pines.  Accessible location.","1"
"4341072",,,,"","Collected on Hwy 89 leaving Prescot to the east.","1"
"4342252",,,,"","Collected at Qiong Long Shan Experiment Station in Men Tou Gou district.","1"
"4342312",,,,"","from village near Romny","1"
"4344562",,,,"","Collected at walnut variety collection growing on reclaimed desert in Wensu Collective.","1"
"4344572",,,,"","village of Verkhnya Syrovatka","1"
"4344584",,,,"","Collected in Shaien Utrot, Swat, 16km southwest of Kalam.  Bought from local farmer, Bakht Anwar Khan.","1"
"4344593",,,,"","village of Krasnokuts'k","1"
"4344605",,,,"","Many scattered trees along river bottom, Fonto Creek near Roosevelt Lake.  Access off of Arizona 188, use cross roads to reach river bottom.","1"
"4345543",,,,"","Nuts from about 9 trees in river bottom.  Hwy 23 about 2 miles S. of Bardsdale.  Grimes Canyon.","1"
"4345559",,,,"","Bilasar, Talish, Lankaran","1"
"4346314",,,,"","Collected from Wu Leng Farm (Taichung) near river.","1"
"4346322",,,,"","Collected in Rendleman, 0.5 mile north of Union County.  Nursery road, on east side of road.","1"
"4346329",,,,"","village of Litvynivka, Valky District","1"
"4348062",,,,"","Nuts from a number of roadside trees on north fork Matalija Creek on Hwy. 33, 7 miles north of Ojai.  Some orchards, mostly avocado and citrus.  Some walnut in Ojai Valley.","1"
"4348163",,,,"","Collected from the trees of Dr. H. Makita's farm.  Kitsunejima, Ina City, Nagano Prefecture.","1"
"4348177",,,,"","Collected from the tree of Mr. Tadao Shimojima.  Ina City, Nagano Prefecture.","1"
"4349144",,,,"","Collected at Qiong Long Shan Experiment Station in Men Tou Gou District.","1"
"4349149",,,,"","Collected along road at top of pass, one mile east of Iron Springs.  Scattered pines.  6000 ft. elevation.","1"
"4349161",,,,"","Collected at a 100-year-old orchard in Mei Yao Go Valley, 25 km from Turfan.","1"
"4349165",,,,"","Nuts from small tree (bush) about 3300 feet on mountain hillside above headwaters of Matilija Creek on Hwy. 33.","1"
"4349168",,,,"","village of Novolozovka","1"
"4349173",,,,"","Collected in Seri, Kullu Valley, Himachal Pradesh.","1"
"4349183",,,,"","Collected at walnut variety collection growing on reclaimed desert in Wensu Collective.","1"
"4349187",,,,"","Collected in Matiltan, Swat, 10km northeast of Kalam.  Bought in shop - said to have been collected in the region.","1"
"4349914",,,,"","Yangbi Walnut Festival","1"
"4350928",,,,"","About 2 miles from Location 2 (Hillside and stream bank, Hwy. 150 near Carpenteria).  A.J. regia orchard was seen about 2-3 miles upstream.","1"
"4350930",,,,"","Collected in Batrik, Chitral, 1km northwest of Brumboret, on the edge of a farm, near an irrigation ditch, up a small side gully on south-facing slope - Noormian's Farm.","1"
"4350941",,,,"","Collected on Marsh Creek Road, Contra Costa County, south of Clayton.  Marsh Creek Springs county park; second entrance to the park.  12550 Marsh Creek Road.","1"
"4350962",,,,"","Collected at walnut variety collection growing on reclaimed desert in Wensu.","1"
"4350964",,,,"","Collected in Kalam, Swat, on the farm of Jandul and Kabul Khan.","1"
"4352709",,,,"","Collected in Kagan, Hazara.  Bought from boys who collected nuts nearby - from wild trees.","1"
"4353141",,,,"","Nuts from 4 trees along stream, Decker Canyon.  Santa Monica Mountains, on Hwy 23, three miles from ocean.  Some houses and picnic grounds in area.","1"
"4354618",,,,"","village of Manchenky, Valky District","1"
"4354619",,,,"","Collected at Nursery in Qiong Long Shan Experiment Station in Men Tou Gou District.","1"
"4354634",,,,"","city of Kharkiv","1"
"4354651",,,,"","town of Lubny","1"
"4355209",,,,"","Collected about 15 miles northeast of site of DJUG 217, 75km north of Zinaxpan.","1"
"4355219",,,,"","City of Los Angeles","1"
"4355665",,,,"","Collected in Keris, Baltistan, approximately 50km east of Skardu.  From farm of Abdul Rahman, son of Abdullah, a budder at the Department of Agriculture Nursery in Keris.","1"
"4355682",,,,"","Collected in Matiltan, Swat, 10km northeast of Kalam.  Bought from shop - grown nearby.","1"
"4355690",,,,"","Collected at an orchard 5-10 km from Turfan.","1"
"4356379",,,,"","Nuts from 5 trees were collected at top of the pass between Fillmore and Moorpark on Hwy 23.","1"
"4357245",,,,"","Collected in Kalam, Swat, at farm of Jandul Khan.","1"
"4358045",,,,"","Near Myoga-bashi, Yatsuo-machi, Nei-gun, Toyama-ken on slope along valley.","1"
"4358049",,,,"","Topicu, Ismayilli","1"
"4358088",,,,"","Collected at walnut variety collection growing on reclaimed desert in Wensu Collective.","1"
"4358930",,,,"","Collected in Ushu, Swat.  Bought in shop in Ushu - grown near Ushu.","1"
"4358947",,,,"","Collected at walnut variety collection growing on reclaimed desert in Wensu.","1"
"4361398",,,,"","Collected along Cache Creek in Yolo County.  Turn off Hwy 16 at Guinda towards the picnic area at the river.","1"
"4361413",,,,"","Central Poland, near Warsaw, in the Radzikow State Forest.","1"
"4361437",,,,"","Sacramento County along lower Sacramento River, on Grand Island, 1/2 mile south of intersection of Grand Island Road and Hwy 160, on Hwy 160.","1"
"4362090",,,,"","Collected in Hardin County.  Shiloh National Park; behind restrooms near Visitor Center.","1"
"4362628",,,,"","Ichnya District","1"
"4363166",,,,"","Collected at Kwangyang, Johhani.","1"
"4364441",,,,"","Collected at Nursery in Qiong Long Shan Experiment Station in Men Tou Gou District.","1"
"4364458",,,,"","village of Novolozovka","1"
"4365280",,,,"","Collected from Ft.Stocklan, Sanderson.","1"
"4365648",,,,"","Collected at Qiong Long Shan Experiment Station in Men Tou Gou District.","1"
"4366959",,,,"","Collected in Edwards County.","1"
"4367585",,,,"","Collected at Nursery in Qiong Long Shan Experiment Station in Men Tou Gen District.","1"
"4367615",,,,"","village of Petrivka","1"
"4367618",,,,"","Collected on both sides of pass west of Jerome on Hwy 89A in creek bottom on north slopes.  Walnut trees not observed above 6800 ft. elevation or below 5000 ft. elevation.","1"
"4368069",,,,"","town of Lubny","1"
"4370263",,,,"","city of Kharkiv","1"
"4370672",,,,"","Collected in Chenari, Muzaffarabad, 45km southeast of Muzaffarabad.  Bought in shop of Habibullah, but nuts said to come from 2km west of Chenari.","1"
"4371416",,,,"","Collected from Chollipa Arboretum.","1"
"4372614",,,,"","Collected at a teaching orchard of Hebei Agriculture University in Baoding.","1"
"4372631",,,,"","Collected in Naga Bagh, Kullu Valley, Himachal Pradesh.","1"
"4372649",,,,"","Collected at Qiong Long Shan Experiment Station in Men Tou Gou District.","1"
