"taxon_name"
"Juglans +intermedia var. vilmoreana"
"Juglans ailantifolia"
"Juglans ailantifolia var. cordiformis"
"Juglans cinerea"
"Juglans insularis"
"Juglans jamaicensis"
"Juglans mandshurica"
"Juglans mollis"
"Juglans neotropica"
"Juglans nigra"
"Juglans regia"
"Juglans regia subsp. regia"
"Juglans regia var. vera"
"Juglans sieboldiana"
"Juglans subcordiformis"
